elapsed, window, total, successful, failed
5.000384, 5.000384, 11655, 11655, 0
10.001302, 5.000918, 11939, 11939, 0
15.001297, 4.999995, 11833, 11833, 0
20.001304, 5.000007, 11725, 11725, 0
25.001342, 5.000038, 11889, 11889, 0
30.001291, 4.999949, 11939, 11939, 0
35.001315, 5.000024, 11860, 11860, 0
40.001295, 4.99998, 11929, 11929, 0
45.001302, 5.000007, 11840, 11840, 0
50.001304, 5.000002, 11925, 11925, 0
55.001289, 4.999985, 11973, 11973, 0
60.001294, 5.000005, 11799, 11799, 0
61.001746, 1.000452, 2352, 2352, 0
