elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000384, 5.000384, 11655, 4107, 27262.4, 26735, 34483, 41676, 51343, 60929, 0
10.001302, 5.000918, 11939, 3957, 26776.3, 26624, 31114, 34698, 43388, 45374, 0
15.001297, 4.999995, 11833, 8065, 27005.0, 26697, 32243, 38237, 42143, 55203, 0
20.001304, 5.000007, 11725, 7472, 27323.7, 26805, 33595, 39998, 52311, 64936, 0
25.001342, 5.000038, 11889, 12018, 26880.7, 26670, 31512, 35785, 41132, 55868, 0
30.001291, 4.999949, 11939, 5204, 26773.0, 26614, 31866, 36950, 42251, 56016, 0
35.001315, 5.000024, 11860, 8995, 26964.5, 26754, 31747, 35480, 44932, 61180, 0
40.001295, 4.99998, 11929, 12155, 26808.6, 26712, 30842, 36817, 40092, 44089, 0
45.001302, 5.000007, 11840, 4124, 27003.0, 26679, 32957, 40436, 47499, 52526, 0
50.001304, 5.000002, 11925, 7346, 26820.8, 26642, 31460, 35949, 40050, 53522, 0
55.001289, 4.999985, 11973, 6457, 26713.2, 26595, 31038, 38446, 44814, 59525, 0
60.001294, 5.000005, 11799, 8263, 27085.9, 26656, 33550, 38116, 45048, 49549, 0
61.001746, 1.000452, 2352, 9592, 27100.2, 26649, 33827, 38516, 45097, 51544, 0
