elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000649, 5.000649, 10180, 10589, 31194.9, 30602, 39143, 45775, 54074, 57371, 0
10.001558, 5.000909, 10411, 16667, 30670.9, 30526, 36116, 40781, 46293, 51134, 0
15.001571, 5.000013, 10306, 18268, 30998.3, 30607, 36520, 40300, 48110, 54640, 0
20.001577, 5.000006, 10299, 12838, 31030.7, 30723, 36657, 43745, 51565, 60982, 0
25.001551, 4.999974, 10378, 15290, 30834.5, 30544, 36695, 40852, 45629, 51423, 0
30.001558, 5.000007, 10302, 12229, 31027.6, 30690, 37282, 41579, 46630, 58966, 0
35.001582, 5.000024, 10369, 14415, 30831.6, 30710, 35283, 39515, 45047, 50713, 0
40.001554, 4.999972, 10369, 13135, 30908.9, 30763, 36796, 40616, 44949, 49358, 0
45.001562, 5.000008, 10364, 10557, 30822.8, 30658, 37175, 40091, 44719, 56547, 0
50.00163, 5.000068, 10221, 16914, 31264.5, 30836, 38051, 42049, 47407, 56547, 0
55.001544, 4.999914, 10306, 13812, 31115.2, 30700, 37116, 41462, 45735, 58566, 0
60.001593, 5.000049, 10258, 13812, 31071.7, 30650, 37806, 42117, 47686, 62464, 0
61.001899, 1.000306, 2047, 15813, 31162.4, 30745, 37902, 42270, 47686, 62464, 0
