elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000531, 5.000531, 2553, 37649, 123401.6, 116745, 182669, 200646, 210856, 213313, 0
10.001473, 5.000942, 2745, 108551, 118757.7, 116053, 133815, 182669, 203872, 208171, 0
15.001409, 4.999936, 2682, 110437, 119463.9, 117244, 135332, 159604, 170754, 177706, 0
20.001413, 5.000004, 2614, 105867, 121622.1, 116827, 166582, 186326, 195109, 210634, 0
25.001419, 5.000006, 2759, 106937, 120154.1, 116287, 165968, 185834, 195109, 210634, 0
30.00141, 4.999991, 2754, 106937, 115927.3, 115828, 120007, 122341, 123970, 128717, 0
35.001412, 5.000002, 2745, 106597, 116683.2, 116268, 121459, 125041, 127391, 128877, 0
40.001406, 4.999994, 2565, 100852, 123751.4, 117747, 157209, 173327, 186495, 195310, 0
45.001509, 5.000103, 2743, 104295, 116903.4, 116302, 122752, 127977, 134720, 135535, 0
50.001515, 5.000006, 2496, 109553, 126412.4, 118032, 163635, 173590, 182741, 191217, 0
55.001471, 4.999956, 2692, 103551, 121691.5, 116697, 149610, 156599, 163767, 165485, 0
60.001499, 5.000028, 2752, 106773, 116940.0, 116417, 121980, 137396, 144458, 149533, 0
65.001509, 5.00001, 2698, 101064, 118449.1, 116856, 131825, 157801, 167794, 173610, 0
70.00148, 4.999971, 2737, 108211, 118520.4, 116971, 130646, 157801, 167794, 173610, 0
75.001502, 5.000022, 2703, 99200, 118105.3, 116748, 132444, 147207, 156377, 161857, 0
80.001481, 4.999979, 2512, 108338, 126119.4, 117639, 168776, 190669, 208647, 222349, 0
85.00147, 4.999989, 2704, 107484, 118093.9, 116277, 136926, 148681, 155345, 158851, 0
90.001523, 5.000053, 2738, 105329, 117873.9, 116706, 126715, 143738, 149239, 153553, 0
95.001517, 4.999994, 2678, 100268, 119088.3, 116930, 136775, 172897, 190048, 198867, 0
100.001477, 4.99996, 2663, 108695, 121899.8, 116517, 155972, 174458, 190048, 198867, 0
105.001415, 4.999938, 2577, 107077, 123125.3, 117569, 150173, 159132, 170304, 174453, 0
110.001408, 4.999993, 2695, 107980, 118412.9, 116393, 135469, 150572, 162133, 163715, 0
115.001412, 5.000004, 2720, 102699, 119076.2, 117459, 135150, 150572, 162133, 163715, 0
120.001476, 5.000064, 2728, 109616, 117447.5, 116939, 123446, 132188, 137045, 138897, 0
125.001476, 5.0, 2718, 93893, 117447.5, 116903, 123542, 138367, 149402, 164217, 0
130.001512, 5.000036, 2616, 107032, 121559.5, 116939, 154439, 167516, 175212, 180012, 0
135.001472, 4.99996, 2728, 108026, 117144.5, 117082, 121942, 124489, 126877, 130016, 0
140.001498, 5.000026, 2729, 108462, 117203.5, 117162, 120990, 123469, 129502, 131877, 0
145.001503, 5.000005, 2698, 109793, 118559.6, 117599, 125325, 142371, 146436, 152804, 0
150.001476, 4.999973, 2695, 104770, 118604.8, 117893, 124548, 144420, 157165, 167387, 0
155.001477, 5.000001, 2711, 97708, 119037.3, 118585, 125051, 144472, 157165, 167387, 0
160.001476, 4.999999, 2716, 107793, 117746.7, 117739, 121652, 123665, 127538, 127689, 0
165.001503, 5.000027, 2722, 108597, 117658.6, 117566, 121854, 124472, 126124, 126618, 0
170.001502, 4.999999, 2719, 109260, 117623.4, 117440, 121884, 124437, 126618, 129273, 0
175.001495, 4.999993, 2684, 88503, 119007.8, 118578, 125752, 140077, 163190, 165186, 0
180.001507, 5.000012, 2684, 88503, 119987.2, 118629, 129885, 153438, 173494, 192372, 0
181.002141, 1.000634, 415, 96536, 124018.2, 118637, 162992, 174554, 182701, 192372, 0
