elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000265, 5.000264, 10131, 13116, 31360.1, 30389, 38934, 54909, 63392, 68123, 0
10.001201, 5.000936, 10432, 18348, 30621.2, 30563, 32557, 35127, 41085, 45581, 0
15.001257, 5.000056, 10380, 19909, 30773.7, 30539, 33830, 37650, 42726, 47631, 0
20.001196, 4.999939, 10356, 21068, 30842.3, 30519, 34564, 38282, 42387, 49200, 0
25.001192, 4.999996, 9733, 20290, 32629.1, 30895, 43152, 51188, 57294, 64413, 0
30.001235, 5.000043, 10482, 17336, 30569.9, 30265, 34249, 40095, 45774, 52905, 0
35.001231, 4.999996, 10488, 19050, 30540.5, 30230, 34056, 38278, 44853, 50901, 0
40.0012, 4.999969, 9906, 19882, 32074.4, 30611, 40956, 45693, 52535, 59618, 0
45.001226, 5.000026, 10533, 14344, 30338.3, 30174, 32802, 38302, 45011, 50847, 0
50.001202, 4.999976, 10545, 13980, 30319.3, 30178, 32235, 37796, 42193, 49456, 0
55.001193, 4.999991, 10481, 8699, 30482.3, 30306, 32835, 39138, 45141, 52721, 0
60.00121, 5.000017, 10478, 18277, 30503.1, 30370, 33140, 37285, 42192, 47429, 0
61.002071, 1.000861, 2132, 16010, 30403.5, 30326, 32465, 36719, 40711, 47429, 0
