elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
4.999718, 4.999718, 4576, 2384, 32515.4, 31101, 48369, 58414, 72079, 73798, 0
10.000807, 5.001089, 2974, 19073, 49064.8, 46682, 73894, 92519, 106759, 114692, 0
15.00079, 4.999983, 2471, 21365, 56347.5, 55659, 81384, 94972, 113642, 115956, 0
20.000796, 5.000006, 2226, 25485, 66515.7, 63617, 105349, 130702, 143466, 143985, 0
25.000731, 4.999935, 2070, 24477, 73004.9, 71385, 108427, 130594, 151320, 153888, 0
30.00073, 4.999999, 1766, 33071, 82747.0, 79358, 129820, 165620, 186265, 193334, 0
35.000721, 4.999991, 1828, 33524, 84496.4, 81384, 128356, 162817, 177542, 193334, 0
40.00072, 4.999999, 1625, 29884, 89768.6, 84662, 139990, 161158, 177561, 184049, 0
45.000819, 5.000099, 1595, 29895, 97074.3, 92466, 153259, 174132, 196407, 196573, 0
50.000721, 4.999902, 1433, 28742, 106764.2, 96256, 192089, 241408, 264141, 277088, 0
55.000728, 5.000007, 1457, 22514, 116902.1, 108344, 204361, 249648, 272771, 277088, 0
60.000759, 5.000031, 1381, 22514, 113557.2, 108662, 180419, 225850, 249648, 259139, 0
65.000765, 5.000006, 1325, 41123, 115205.1, 109567, 185085, 223373, 238349, 239843, 0
70.000732, 4.999967, 1307, 39608, 120384.3, 115089, 192315, 224615, 281456, 282168, 0
75.000729, 4.999997, 1272, 31266, 124710.9, 117523, 214425, 277844, 299939, 300581, 0
80.000792, 5.000063, 1286, 31266, 123229.0, 115831, 214901, 240921, 292520, 298034, 0
85.000729, 4.999937, 1186, 38777, 131836.0, 124502, 226263, 266127, 291664, 291807, 0
90.000758, 5.000029, 1199, 50893, 129785.7, 119746, 218023, 266176, 286601, 286662, 0
95.000722, 4.999964, 1141, 37439, 131352.4, 127593, 208622, 248727, 283632, 289391, 0
100.000727, 5.000005, 1167, 46972, 142535.4, 140388, 226197, 253332, 280819, 283632, 0
105.000728, 5.000001, 1054, 41112, 159096.6, 157378, 253416, 278678, 299866, 300609, 0
110.000722, 4.999994, 1042, 25197, 155325.8, 150718, 237316, 254489, 275139, 276828, 0
115.000817, 5.000095, 1063, 52146, 146559.5, 140398, 234176, 280478, 306026, 306175, 0
120.000728, 4.999911, 1033, 39552, 151918.4, 143831, 245698, 285356, 316861, 320211, 0
125.000809, 5.000081, 1065, 37204, 158265.7, 153587, 250714, 273727, 298621, 302431, 0
130.000762, 4.999953, 1022, 52355, 152024.1, 143422, 247700, 275889, 305728, 310144, 0
135.000737, 4.999975, 1026, 32468, 156972.0, 148321, 271397, 333804, 357402, 357739, 0
140.000845, 5.000108, 922, 37991, 175606.3, 163937, 307193, 344459, 361219, 374727, 0
145.000753, 4.999908, 959, 57223, 172000.1, 161756, 282503, 327433, 361219, 374727, 0
150.000728, 4.999975, 894, 52043, 190269.7, 186229, 311295, 349563, 402505, 410744, 0
155.000784, 5.000056, 996, 38443, 162574.5, 159238, 272825, 338576, 349563, 351065, 0
160.00073, 4.999946, 918, 63553, 167816.1, 158712, 293183, 369393, 388512, 395191, 0
165.000731, 5.000001, 933, 28851, 186293.9, 166720, 351554, 388085, 405054, 406798, 0
170.000738, 5.000007, 944, 59201, 169035.9, 159454, 266052, 370774, 405054, 406798, 0
175.00073, 4.999992, 890, 50807, 181744.9, 181414, 270316, 306836, 336985, 338313, 0
180.000776, 5.000046, 912, 44586, 178063.5, 164638, 314457, 391201, 411691, 412266, 0
181.000575, 0.999799, 174, 44586, 181548.5, 167043, 331642, 391201, 411691, 412266, 0
