elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000561, 5.000561, 5062, 752, 3413.6, 2888, 7045, 8829, 13084, 15621, 0
10.001489, 5.000928, 4194, 734, 3791.3, 3144, 8415, 11023, 15948, 18329, 0
15.001749, 5.00026, 3812, 731, 3864.7, 2999, 9207, 12243, 15615, 18332, 0
20.00149, 4.999741, 3371, 631, 3817.7, 2957, 9589, 12909, 17047, 22059, 0
25.001466, 4.999976, 3155, 718, 4104.6, 3099, 10317, 14797, 20461, 23688, 0
30.001459, 4.999993, 3013, 648, 4072.2, 2976, 11019, 15761, 20862, 24167, 0
35.001491, 5.000032, 2797, 680, 4246.9, 3146, 11361, 16965, 24256, 27469, 0
40.001468, 4.999977, 2633, 657, 4150.3, 2960, 11775, 18418, 25353, 28080, 0
45.001457, 4.999989, 2557, 626, 4382.8, 3211, 11834, 18490, 23117, 25427, 0
50.001555, 5.000098, 2497, 750, 4548.6, 3076, 13271, 20122, 26156, 28504, 0
55.00148, 4.999925, 2340, 628, 4589.3, 3137, 13002, 20916, 25039, 29715, 0
60.004218, 5.002738, 2318, 639, 4591.8, 3217, 13466, 20908, 26988, 32597, 0
65.000458, 4.99624, 2278, 732, 4498.5, 3070, 13485, 20246, 27670, 29534, 0
70.001746, 5.001288, 2225, 599, 4659.8, 3061, 14439, 22992, 29589, 34599, 0
75.000475, 4.998729, 2089, 584, 4646.8, 3162, 13724, 23279, 33791, 37548, 0
80.001476, 5.001001, 2063, 554, 4867.2, 3042, 16207, 25808, 31547, 35056, 0
85.001478, 5.000002, 2023, 530, 4750.7, 2841, 15988, 26518, 33486, 36820, 0
90.001471, 4.999993, 2030, 572, 4309.4, 2623, 14181, 25474, 32015, 57002, 0
95.001467, 4.999996, 2039, 517, 4439.2, 2763, 14325, 24849, 32953, 37662, 0
100.001492, 5.000025, 2000, 479, 4372.3, 2709, 13850, 25336, 32097, 40423, 0
105.001489, 4.999997, 1974, 573, 4498.6, 2544, 15287, 24939, 32845, 49980, 0
110.001468, 4.999979, 1938, 582, 4833.8, 2705, 17327, 26861, 35077, 45454, 0
115.001471, 5.000003, 1844, 630, 4697.6, 2761, 16241, 28116, 40476, 47369, 0
120.001469, 4.999998, 1835, 654, 4627.0, 2663, 16601, 29679, 35070, 38206, 0
125.001471, 5.000002, 1850, 607, 4197.8, 2478, 14092, 26404, 35410, 50540, 0
130.001461, 4.99999, 1825, 563, 5003.2, 2769, 18720, 32081, 39901, 56336, 0
135.001473, 5.000012, 1812, 577, 4717.1, 2574, 16696, 29190, 39525, 42796, 0
140.001468, 4.999995, 1826, 652, 4877.2, 2504, 18203, 30368, 58129, 60347, 0
145.001468, 5.0, 1689, 627, 5001.7, 2976, 17987, 30449, 45066, 56215, 0
150.00153, 5.000062, 1747, 620, 4910.2, 2885, 18023, 30626, 41479, 42554, 0
155.002129, 5.000599, 1725, 618, 4782.1, 2615, 16506, 33034, 44110, 49708, 0
160.000479, 4.99835, 1739, 593, 4663.0, 2404, 16953, 29724, 38384, 41728, 0
165.001462, 5.000983, 1678, 610, 4752.8, 2337, 18634, 36160, 48564, 51708, 0
170.001473, 5.000011, 1676, 563, 5112.9, 2540, 19479, 38843, 46079, 48640, 0
175.001573, 5.0001, 1577, 634, 4648.4, 2565, 16129, 33084, 50596, 55708, 0
180.001455, 4.999882, 1574, 592, 5077.4, 2517, 19330, 37038, 47331, 50488, 0
181.001956, 1.000501, 306, 592, 5142.2, 2711, 19154, 35823, 47331, 50488, 0
