elapsed, window, total, successful, failed
5.000561, 5.000561, 50669, 50669, 0
10.001489, 5.000928, 41206, 41206, 0
15.001749, 5.00026, 37330, 37330, 0
20.00149, 4.999741, 34333, 34333, 0
25.001466, 4.999976, 30776, 30776, 0
30.001459, 4.999993, 29910, 29910, 0
35.001491, 5.000032, 27864, 27864, 0
40.001468, 4.999977, 26446, 26446, 0
45.001457, 4.999989, 25262, 25262, 0
50.001555, 5.000098, 24816, 24816, 0
55.00148, 4.999925, 22995, 22995, 0
60.004218, 5.002738, 23596, 23596, 0
65.000458, 4.99624, 23179, 23179, 0
70.001746, 5.001288, 21456, 21456, 0
75.000475, 4.998729, 20743, 20743, 0
80.001476, 5.001001, 20348, 20348, 0
85.001478, 5.000002, 20432, 20432, 0
90.001471, 4.999993, 20516, 20516, 0
95.001467, 4.999996, 19844, 19844, 0
100.001492, 5.000025, 19960, 19960, 0
105.001489, 4.999997, 19528, 19528, 0
110.001468, 4.999979, 19184, 19184, 0
115.001471, 5.000003, 18558, 18558, 0
120.001469, 4.999998, 18157, 18157, 0
125.001471, 5.000002, 19323, 19323, 0
130.001461, 4.99999, 18072, 18072, 0
135.001473, 5.000012, 18030, 18030, 0
140.001468, 4.999995, 17776, 17776, 0
145.001468, 5.0, 17457, 17457, 0
150.00153, 5.000062, 17488, 17488, 0
155.002129, 5.000599, 17009, 17009, 0
160.000479, 4.99835, 17502, 17502, 0
165.001462, 5.000983, 16371, 16371, 0
170.001473, 5.000011, 16627, 16627, 0
175.001573, 5.0001, 16383, 16383, 0
180.001455, 4.999882, 16076, 16076, 0
181.001956, 1.000501, 3110, 3110, 0
