elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000769, 5.000769, 17719, 3960, 17953.5, 17552, 25679, 32960, 39482, 44237, 0
10.000722, 4.999953, 18634, 4489, 17132.3, 16793, 22861, 26203, 29809, 42195, 0
15.000687, 4.999965, 18428, 4148, 17329.4, 16940, 23464, 27565, 32119, 43028, 0
20.001679, 5.000992, 18583, 4155, 17163.9, 16904, 23050, 26303, 30594, 35486, 0
25.001681, 5.000002, 17540, 3040, 18200.0, 17393, 26340, 31361, 39555, 43192, 0
30.001669, 4.999988, 17779, 3554, 17949.4, 17474, 24823, 31134, 38315, 41493, 0
35.001668, 4.999999, 18002, 4069, 17768.9, 17377, 24732, 29564, 38454, 47605, 0
40.006686, 5.005018, 18193, 5363, 17573.9, 17092, 23930, 29325, 37493, 46062, 0
45.00168, 4.994994, 18069, 3686, 17700.1, 17358, 23778, 30081, 35848, 38791, 0
50.009974, 5.008294, 18418, 4113, 17336.7, 16927, 22741, 27890, 32665, 38960, 0
55.000715, 4.990741, 18606, 2584, 17154.7, 16967, 23612, 28299, 38160, 40485, 0
60.000688, 4.999973, 18226, 3851, 17510.7, 17060, 23441, 27935, 32302, 40937, 0
61.00834, 1.007652, 3550, 5007, 17638.0, 17152, 23963, 28019, 32687, 41889, 0
