elapsed, window, total, successful, failed
5.000769, 5.000769, 17719, 17719, 0
10.000722, 4.999953, 18634, 18634, 0
15.000687, 4.999965, 18428, 18428, 0
20.001679, 5.000992, 18583, 18583, 0
25.001681, 5.000002, 17540, 17540, 0
30.001669, 4.999988, 17779, 17779, 0
35.001668, 4.999999, 18002, 18002, 0
40.006686, 5.005018, 18193, 18193, 0
45.00168, 4.994994, 18069, 18069, 0
50.009974, 5.008294, 18418, 18418, 0
55.000715, 4.990741, 18606, 18606, 0
60.000688, 4.999973, 18226, 18226, 0
61.00834, 1.007652, 3550, 3550, 0
