elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
4.999835, 4.999835, 69760, 1436, 9060.6, 8462, 12546, 15038, 24650, 28325, 0
10.000801, 5.000966, 74002, 1500, 8371.9, 7649, 11869, 13731, 24889, 26273, 0
15.000826, 5.000025, 72522, 1731, 8440.8, 7717, 12190, 14363, 42021, 43555, 0
20.000841, 5.000015, 71936, 1017, 8553.8, 7808, 11883, 13649, 19734, 23641, 0
25.000859, 5.000018, 83129, 1120, 7847.8, 7500, 10834, 12702, 14320, 18620, 0
30.000776, 4.999917, 78646, 777, 7889.4, 7674, 9179, 11017, 72673, 73092, 0
35.00078, 5.000004, 73032, 1459, 8457.3, 7829, 11840, 13500, 16514, 17883, 0
40.000827, 5.000047, 68520, 1271, 8826.0, 8040, 12613, 15090, 20032, 23031, 0
45.000776, 4.999949, 72947, 1643, 8687.6, 7915, 12460, 14348, 18839, 23031, 0
50.000835, 5.000059, 71426, 1232, 8677.6, 7893, 12572, 14110, 17190, 21556, 0
55.000825, 4.99999, 75265, 1132, 8507.1, 7813, 12274, 13720, 15356, 20271, 0
60.000777, 4.999952, 76987, 1283, 8276.6, 7736, 10936, 13204, 138056, 139574, 0
61.002384, 1.001607, 12181, 1404, 8391.9, 7761, 11241, 13479, 138143, 139574, 0
