elapsed, window, total, successful, failed
4.999835, 4.999835, 69760, 69760, 0
10.000801, 5.000966, 74002, 74002, 0
15.000826, 5.000025, 72522, 72522, 0
20.000841, 5.000015, 71936, 71936, 0
25.000859, 5.000018, 83129, 83129, 0
30.000776, 4.999917, 78646, 78646, 0
35.00078, 5.000004, 73032, 73032, 0
40.000827, 5.000047, 68520, 68520, 0
45.000776, 4.999949, 72947, 72947, 0
50.000835, 5.000059, 71426, 71426, 0
55.000825, 4.99999, 75265, 75265, 0
60.000777, 4.999952, 76987, 76987, 0
61.002384, 1.001607, 12181, 12181, 0
