elapsed, window, total, successful, failed
5.000131, 5.000131, 84718, 84718, 0
10.001076, 5.000945, 86413, 86413, 0
15.001092, 5.000016, 85326, 85326, 0
20.001144, 5.000052, 80125, 80125, 0
25.001073, 4.999929, 84563, 84563, 0
30.001075, 5.000002, 82981, 82981, 0
35.001087, 5.000012, 82759, 82759, 0
40.001084, 4.999997, 88823, 88823, 0
45.001075, 4.999991, 85297, 85297, 0
50.00113, 5.000055, 85476, 85476, 0
55.001111, 4.999981, 86842, 86842, 0
60.001127, 5.000016, 87395, 87395, 0
61.000787, 0.99966, 15968, 15968, 0
