elapsed, window, total, successful, failed
5.000451, 5.000451, 76886, 76886, 0
10.001149, 5.000698, 78426, 78426, 0
15.001147, 4.999998, 79106, 79106, 0
20.001132, 4.999985, 78251, 78251, 0
25.001125, 4.999993, 77613, 77613, 0
30.001126, 5.000001, 77256, 77256, 0
35.001122, 4.999996, 76796, 76796, 0
40.001133, 5.000011, 79176, 79176, 0
45.00113, 4.999997, 79730, 79730, 0
50.001129, 4.999999, 79879, 79879, 0
55.001134, 5.000005, 76893, 76893, 0
60.001122, 4.999988, 77951, 77951, 0
61.000723, 0.999601, 14913, 14913, 0
