elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000451, 5.000451, 76886, 389, 1026.1, 1003, 1266, 1811, 2989, 10023, 0
10.001149, 5.000698, 78426, 355, 990.3, 981, 1187, 1324, 1972, 17404, 0
15.001147, 4.999998, 79106, 367, 986.7, 977, 1176, 1282, 1667, 33685, 0
20.001132, 4.999985, 78251, 380, 995.8, 990, 1204, 1334, 1755, 4985, 0
25.001125, 4.999993, 77613, 343, 1002.4, 994, 1218, 1408, 2044, 5134, 0
30.001126, 5.000001, 77256, 319, 1010.5, 991, 1207, 1351, 2386, 68657, 0
35.001122, 4.999996, 76796, 351, 1010.9, 1001, 1235, 1469, 2211, 7266, 0
40.001133, 5.000011, 79176, 440, 984.0, 978, 1185, 1318, 2135, 7266, 0
45.00113, 4.999997, 79730, 391, 982.1, 976, 1182, 1301, 2154, 4296, 0
50.001129, 4.999999, 79879, 324, 976.4, 971, 1176, 1296, 1930, 7512, 0
55.001134, 5.000005, 76893, 373, 1004.0, 975, 1178, 1277, 1655, 134899, 0
60.001122, 4.999988, 77951, 388, 999.4, 995, 1203, 1328, 1872, 4439, 0
61.000723, 0.999601, 14913, 388, 998.9, 995, 1198, 1308, 1771, 4607, 0
