elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000393, 5.000392, 10280, 5894, 30891.8, 31018, 32270, 33578, 36500, 39129, 0
10.001096, 5.000703, 10391, 1144, 30806.1, 30903, 32136, 34057, 35419, 36853, 0
15.001092, 4.999996, 10497, 1977, 30408.1, 30441, 31751, 34177, 38055, 41609, 0
20.001096, 5.000004, 10477, 1950, 30516.1, 30595, 32109, 34197, 37311, 40214, 0
25.001091, 4.999995, 10137, 1417, 31401.9, 31495, 32565, 34123, 36333, 38408, 0
30.001091, 5.0, 10270, 3780, 31175.7, 31220, 32289, 33970, 34456, 37630, 0
35.001091, 5.0, 10210, 2817, 31270.2, 31318, 32331, 34342, 41756, 42140, 0
40.001099, 5.000008, 10260, 1891, 31176.0, 31258, 32165, 33465, 34740, 38854, 0
45.001086, 4.999987, 10406, 4972, 30761.0, 30858, 31928, 34050, 34618, 34821, 0
50.001094, 5.000008, 10277, 1642, 30989.6, 31114, 32259, 34144, 35546, 39710, 0
55.00109, 4.999996, 10350, 2843, 30969.9, 31003, 32133, 33729, 40171, 46241, 0
60.001096, 5.000006, 10252, 2401, 31106.7, 31208, 32320, 33840, 34791, 36854, 0
61.002296, 1.0012, 2057, 1279, 31248.3, 31298, 32695, 34492, 43278, 47274, 0
