elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000648, 5.000648, 10449, 1327, 19728.4, 18795, 31426, 37895, 48752, 54803, 0
10.001684, 5.001036, 7229, 12074, 28919.1, 28015, 42881, 49718, 62532, 64990, 0
15.00035, 4.998666, 6017, 5502, 35768.7, 34338, 54311, 65362, 75451, 79617, 0
20.001358, 5.001008, 5398, 13057, 41439.3, 40261, 66611, 80759, 106231, 111045, 0
25.001353, 4.999995, 4796, 10615, 46710.1, 44876, 75577, 84026, 99269, 105171, 0
30.001356, 5.000003, 4493, 8769, 49800.4, 47602, 81146, 90862, 101631, 103260, 0
35.00134, 4.999984, 4139, 13661, 54480.0, 52143, 89419, 110360, 134500, 138928, 0
40.001343, 5.000003, 4004, 15142, 57084.6, 54398, 93417, 118198, 134500, 138928, 0
45.00133, 4.999987, 3616, 13363, 61730.9, 59418, 101785, 123129, 130169, 135531, 0
50.00138, 5.00005, 3856, 16236, 60501.2, 58384, 95268, 114335, 127478, 135531, 0
55.001405, 5.000025, 3396, 15062, 66540.8, 63279, 110631, 143420, 156270, 159898, 0
60.001352, 4.999947, 3319, 19601, 68407.7, 64037, 114814, 138209, 150756, 152246, 0
65.001339, 4.999987, 3308, 6852, 68680.5, 66326, 108070, 128252, 151282, 158758, 0
70.001349, 5.00001, 3122, 13059, 74331.3, 68663, 135719, 177164, 191627, 192531, 0
75.001349, 5.0, 3221, 13059, 71111.6, 67923, 115224, 168566, 186631, 190488, 0
80.001346, 4.999997, 3071, 14982, 74408.8, 69430, 125771, 151989, 182874, 186286, 0
85.001347, 5.000001, 2960, 20102, 80972.9, 76160, 142390, 184057, 205852, 206472, 0
90.001385, 5.000038, 2872, 8949, 84197.6, 77890, 147629, 176886, 204844, 206472, 0
95.001348, 4.999963, 2812, 10605, 81304.1, 78226, 132994, 162636, 177395, 187048, 0
100.001338, 4.99999, 2616, 15691, 88174.6, 83182, 166988, 197158, 238845, 249093, 0
105.001396, 5.000058, 2651, 16370, 89664.2, 84152, 166816, 198148, 238845, 249093, 0
110.001344, 4.999948, 2537, 22020, 90202.9, 86154, 149968, 173602, 194117, 204618, 0
115.00134, 4.999996, 2413, 16606, 97238.3, 84340, 194974, 238836, 278396, 289898, 0
120.001347, 5.000007, 2459, 23421, 96704.6, 89920, 159130, 215942, 255436, 257247, 0
125.001353, 5.000006, 2497, 19667, 95386.2, 91437, 156315, 205288, 250766, 259370, 0
130.001339, 4.999986, 2522, 12987, 94548.5, 86664, 168085, 236519, 283362, 294431, 0
135.001346, 5.000007, 2307, 14018, 101870.8, 91660, 187758, 248036, 283362, 294431, 0
140.001345, 4.999999, 2287, 16420, 102606.9, 93441, 183485, 248467, 274489, 276083, 0
145.00136, 5.000015, 2135, 18691, 109556.7, 102876, 202685, 271856, 281227, 282815, 0
150.001355, 4.999995, 2323, 16668, 102666.1, 97659, 175194, 213529, 233482, 235367, 0
155.001341, 4.999986, 2222, 9552, 107827.0, 103853, 185113, 229644, 268564, 270308, 0
160.001344, 5.000003, 2094, 9552, 115425.2, 109482, 207286, 286382, 304527, 309604, 0
165.001344, 5.0, 2199, 12525, 107339.1, 100058, 181694, 215052, 265344, 272191, 0
170.00147, 5.000126, 1922, 11548, 124626.7, 115457, 231308, 259990, 280133, 283379, 0
175.001339, 4.999869, 2184, 11045, 110809.7, 106203, 181231, 215205, 240341, 241353, 0
180.001356, 5.000017, 2039, 11045, 115466.9, 111003, 202252, 237453, 269902, 275969, 0
181.001773, 1.000417, 419, 13070, 117848.8, 111753, 215034, 294305, 303620, 303785, 0
