elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000648, 5.000648, 15464, 594, 7186.0, 5255, 19636, 27152, 36842, 49695, 0
10.001684, 5.001036, 10803, 589, 9873.5, 7331, 26919, 37940, 45996, 62518, 0
15.00035, 4.998666, 8898, 558, 11218.9, 8170, 32640, 45931, 60500, 74989, 0
20.001358, 5.001008, 7917, 574, 11940.9, 7708, 38639, 57179, 73183, 110913, 0
25.001353, 4.999995, 7251, 509, 12897.6, 8034, 42194, 62508, 83208, 105259, 0
30.001356, 5.000003, 6832, 577, 13867.6, 8123, 45493, 66189, 87310, 101464, 0
35.00134, 4.999984, 6176, 529, 14914.0, 8947, 49891, 74518, 96798, 133895, 0
40.001343, 5.000003, 6216, 526, 15565.0, 9893, 49835, 73987, 113696, 133895, 0
45.00133, 4.999987, 5392, 592, 17021.6, 10082, 55346, 86905, 118048, 130481, 0
50.00138, 5.00005, 5571, 542, 16768.5, 10076, 54838, 84032, 111878, 126238, 0
55.001405, 5.000025, 5197, 524, 17528.4, 9747, 59740, 88036, 123583, 154744, 0
60.001352, 4.999947, 5105, 462, 17992.7, 10564, 60848, 91693, 127759, 150836, 0
65.001339, 4.999987, 5063, 478, 17965.2, 10194, 61450, 88233, 116742, 143789, 0
70.001349, 5.00001, 4785, 478, 18708.9, 10503, 63619, 91951, 160175, 191176, 0
75.001349, 5.0, 4970, 506, 18388.1, 10067, 63840, 92810, 138166, 178294, 0
80.001346, 4.999997, 4603, 470, 19159.1, 10157, 66045, 103459, 131290, 174073, 0
85.001347, 5.000001, 4332, 533, 19006.6, 9471, 69984, 99661, 144686, 178131, 0
90.001385, 5.000038, 4215, 506, 19907.2, 9505, 72016, 118529, 160261, 184596, 0
95.001348, 4.999963, 4370, 477, 20515.3, 10495, 74024, 112645, 155354, 170532, 0
100.001338, 4.99999, 4102, 524, 21072.6, 10038, 80266, 119316, 186064, 237996, 0
105.001396, 5.000058, 4040, 510, 21598.6, 10509, 78991, 129414, 195482, 237996, 0
110.001344, 4.999948, 3932, 530, 22456.6, 10107, 81975, 123751, 165079, 178820, 0
115.00134, 4.999996, 3683, 503, 21941.9, 10817, 76511, 139686, 211961, 290161, 0
120.001347, 5.000007, 3716, 522, 23702.9, 11292, 84957, 139517, 207410, 232140, 0
125.001353, 5.000006, 3648, 440, 22305.4, 9634, 83732, 133734, 213360, 246394, 0
130.001339, 4.999986, 3665, 440, 22358.9, 10083, 82302, 125083, 217959, 282028, 0
135.001346, 5.000007, 3499, 484, 23678.0, 9730, 86964, 139280, 247987, 282028, 0
140.001345, 4.999999, 3308, 484, 24236.9, 9289, 92183, 139419, 217640, 271684, 0
145.00136, 5.000015, 3396, 436, 25446.7, 10109, 99897, 160370, 242413, 281343, 0
150.001355, 4.999995, 3413, 489, 24792.6, 10504, 93605, 142028, 186137, 224253, 0
155.001341, 4.999986, 3386, 484, 23825.0, 10123, 92451, 144172, 223103, 265213, 0
160.001344, 5.000003, 3151, 522, 24743.9, 9306, 96619, 154399, 238280, 300587, 0
165.001344, 5.0, 3163, 566, 24377.8, 9570, 96644, 148253, 190894, 239907, 0
170.00147, 5.000126, 2958, 571, 26588.3, 9737, 106432, 192695, 252277, 274045, 0
175.001339, 4.999869, 3228, 506, 25522.8, 10343, 99923, 149445, 198594, 233494, 0
180.001356, 5.000017, 3100, 506, 26459.3, 10479, 105399, 152562, 225900, 269900, 0
181.001773, 1.000417, 620, 549, 26504.4, 10710, 103478, 155519, 247036, 303926, 0
