elapsed, window, total, successful, failed
5.000187, 5.000187, 20692, 20692, 0
10.001176, 5.000989, 13868, 13868, 0
15.001117, 4.999941, 11550, 11550, 0
20.001122, 5.000005, 10165, 10165, 0
25.001236, 5.000114, 9484, 9484, 0
30.001119, 4.999883, 8648, 8648, 0
35.001185, 5.000066, 8034, 8034, 0
40.001118, 4.999933, 7533, 7533, 0
45.001123, 5.000005, 7371, 7371, 0
50.001131, 5.000008, 7072, 7072, 0
55.001143, 5.000012, 6738, 6738, 0
60.001116, 4.999973, 6608, 6608, 0
65.001119, 5.000003, 6490, 6490, 0
70.00115, 5.000031, 6093, 6093, 0
75.001114, 4.999964, 6021, 6021, 0
80.00113, 5.000016, 5656, 5656, 0
85.001114, 4.999984, 5751, 5751, 0
90.00112, 5.000006, 5677, 5677, 0
95.00112, 5.0, 5358, 5358, 0
100.001114, 4.999994, 5252, 5252, 0
105.001138, 5.000024, 5185, 5185, 0
110.001164, 5.000026, 5197, 5197, 0
115.001123, 4.999959, 4999, 4999, 0
120.001111, 4.999988, 4805, 4805, 0
125.001128, 5.000017, 4553, 4553, 0
130.001129, 5.000001, 4509, 4509, 0
135.001122, 4.999993, 4719, 4719, 0
140.001182, 5.00006, 4418, 4418, 0
145.001128, 4.999946, 4493, 4493, 0
150.001135, 5.000007, 4417, 4417, 0
155.001159, 5.000024, 4360, 4360, 0
160.001119, 4.99996, 4337, 4337, 0
165.001125, 5.000006, 4135, 4135, 0
170.001131, 5.000006, 3804, 3804, 0
175.001124, 4.999993, 4165, 4165, 0
180.001119, 4.999995, 4091, 4091, 0
181.001629, 1.00051, 782, 782, 0
