elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000187, 5.000187, 2138, 3276, 44327.4, 41297, 70514, 80043, 87695, 89185, 0
10.001176, 5.000989, 1333, 26993, 71081.3, 67074, 114138, 134119, 141936, 154578, 0
15.001117, 4.999941, 1223, 35864, 75016.3, 72997, 108584, 121790, 133267, 140469, 0
20.001122, 5.000005, 1005, 38533, 92705.3, 89884, 140746, 176643, 192244, 202374, 0
25.001236, 5.000114, 971, 35439, 96819.1, 94868, 139452, 158183, 174554, 177478, 0
30.001119, 4.999883, 841, 33209, 106472.5, 105123, 157377, 177688, 193267, 196604, 0
35.001185, 5.000066, 835, 33209, 119955.7, 108254, 210514, 230711, 247352, 251899, 0
40.001118, 4.999933, 764, 44351, 127594.1, 119247, 210514, 231402, 247352, 251899, 0
45.001123, 5.000005, 723, 42019, 127735.3, 122690, 194557, 211581, 222476, 231056, 0
50.001131, 5.000008, 712, 57331, 143430.1, 137096, 215834, 252197, 273862, 277303, 0
55.001143, 5.000012, 706, 55013, 135441.1, 127390, 213281, 252010, 276667, 277130, 0
60.001116, 4.999973, 630, 59219, 144519.8, 141280, 225114, 255639, 276667, 277130, 0
65.001119, 5.000003, 673, 49017, 144148.6, 135635, 228846, 270852, 290955, 295959, 0
70.00115, 5.000031, 610, 42654, 147240.9, 141485, 227701, 247209, 270740, 271029, 0
75.001114, 4.999964, 601, 47116, 155937.1, 150992, 243952, 271029, 288683, 292132, 0
80.00113, 5.000016, 536, 69626, 172810.6, 168989, 270110, 303034, 319622, 320344, 0
85.001114, 4.999984, 584, 65323, 165201.1, 152985, 277080, 314821, 324338, 324384, 0
90.00112, 5.000006, 558, 60503, 165578.5, 155982, 267443, 321692, 375304, 379114, 0
95.00112, 5.0, 458, 73511, 183824.0, 170120, 289460, 333935, 375304, 379114, 0
100.001114, 4.999994, 498, 73511, 198884.4, 179805, 379126, 470416, 515791, 532292, 0
105.001138, 5.000024, 514, 66097, 192255.8, 181493, 313240, 404296, 468804, 470416, 0
110.001164, 5.000026, 530, 49967, 186226.0, 176876, 292808, 330665, 343269, 346878, 0
115.001123, 4.999959, 513, 49967, 185147.4, 170107, 300716, 423896, 441366, 442262, 0
120.001111, 4.999988, 492, 60796, 203422.7, 194543, 310916, 379369, 392617, 396223, 0
125.001128, 5.000017, 455, 73932, 214726.5, 204476, 345891, 391866, 449237, 450270, 0
130.001129, 5.000001, 444, 87706, 246126.2, 237763, 441003, 496918, 553787, 554557, 0
135.001122, 4.999993, 459, 91368, 200031.0, 191000, 303752, 330165, 352107, 363659, 0
140.001182, 5.00006, 464, 73144, 208761.3, 197908, 332297, 404771, 422924, 431055, 0
145.001128, 4.999946, 447, 88577, 213579.2, 196782, 347426, 425343, 433671, 434704, 0
150.001135, 5.000007, 438, 87773, 213364.8, 213340, 332331, 362527, 391085, 395189, 0
155.001159, 5.000024, 446, 59189, 229366.7, 213676, 391085, 430284, 463493, 463947, 0
160.001119, 4.99996, 422, 76265, 228463.0, 205415, 397881, 506925, 527804, 527804, 0
165.001125, 5.000006, 399, 91061, 227266.3, 205421, 376851, 419474, 450460, 450460, 0
170.001131, 5.000006, 366, 67314, 263519.5, 243748, 442826, 498493, 537947, 537947, 0
175.001124, 4.999993, 402, 79290, 258630.2, 263590, 378219, 412956, 446907, 446907, 0
180.001119, 4.999995, 443, 86211, 234364.5, 221817, 379714, 411562, 456642, 464221, 0
181.001629, 1.00051, 62, 87105, 239680.4, 224592, 385273, 435881, 464221, 492194, 0
