elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000187, 5.000187, 18554, 657, 11980.0, 7730, 37367, 61849, 78037, 87717, 0
10.001176, 5.000989, 12535, 566, 16864.7, 10265, 56435, 101858, 134584, 154043, 0
15.001117, 4.999941, 10327, 604, 21799.6, 15155, 65221, 94028, 111977, 129846, 0
20.001122, 5.000005, 9160, 522, 24198.9, 15155, 78216, 124013, 178546, 203735, 0
25.001236, 5.000114, 8513, 542, 25805.3, 16584, 84629, 123737, 154184, 177186, 0
30.001119, 4.999883, 7807, 554, 28602.2, 18280, 94973, 140293, 174336, 196171, 0
35.001185, 5.000066, 7199, 571, 30239.8, 19232, 98829, 156411, 226512, 244068, 0
40.001118, 4.999933, 6769, 574, 32890.0, 20576, 108713, 169864, 217781, 244068, 0
45.001123, 5.000005, 6648, 512, 34506.6, 20801, 116000, 170047, 208384, 222863, 0
50.001131, 5.000008, 6360, 534, 34878.9, 20062, 122681, 189185, 251796, 268898, 0
55.001143, 5.000012, 6032, 537, 36216.5, 22964, 117581, 187351, 251483, 277646, 0
60.001116, 4.999973, 5978, 523, 38215.1, 24065, 126537, 205724, 251053, 277646, 0
65.001119, 5.000003, 5817, 523, 38750.8, 25693, 123314, 188861, 252290, 275192, 0
70.00115, 5.000031, 5483, 571, 40941.9, 26932, 131880, 191354, 240604, 260453, 0
75.001114, 4.999964, 5420, 553, 41911.0, 26243, 138706, 207676, 250695, 297037, 0
80.00113, 5.000016, 5120, 462, 43161.4, 23801, 153780, 225795, 294736, 318263, 0
85.001114, 4.999984, 5167, 535, 43584.2, 26711, 140412, 232543, 305769, 327092, 0
90.00112, 5.000006, 5119, 568, 44800.5, 28987, 140532, 218742, 322601, 379657, 0
95.00112, 5.0, 4900, 577, 46896.0, 27006, 157443, 259544, 313381, 379657, 0
100.001114, 4.999994, 4754, 508, 46436.4, 27803, 154399, 264657, 485490, 533492, 0
105.001138, 5.000024, 4671, 506, 47671.3, 27367, 162376, 256584, 356845, 414913, 0
110.001164, 5.000026, 4667, 551, 48139.1, 28287, 162755, 257035, 327727, 347563, 0
115.001123, 4.999959, 4486, 551, 49367.8, 29438, 161137, 266433, 418525, 435375, 0
120.001111, 4.999988, 4313, 501, 50487.5, 28780, 173897, 267524, 393514, 426253, 0
125.001128, 5.000017, 4098, 494, 53913.1, 31093, 187064, 290585, 380706, 415503, 0
130.001129, 5.000001, 4065, 487, 51437.7, 23262, 202732, 338601, 495470, 554839, 0
135.001122, 4.999993, 4260, 604, 54231.6, 34558, 174119, 252386, 319347, 363802, 0
140.001182, 5.00006, 3954, 514, 54445.7, 32498, 179713, 278397, 381132, 415134, 0
145.001128, 4.999946, 4046, 563, 55912.4, 34300, 184126, 294045, 399854, 434630, 0
150.001135, 5.000007, 3979, 533, 57724.8, 34119, 193380, 281829, 349819, 386224, 0
155.001159, 5.000024, 3914, 509, 56784.8, 31551, 198608, 300806, 428418, 464232, 0
160.001119, 4.99996, 3915, 534, 57219.7, 29293, 202466, 325964, 508010, 528625, 0
165.001125, 5.000006, 3736, 518, 60667.5, 34486, 201809, 342449, 442228, 485341, 0
170.001131, 5.000006, 3438, 514, 62869.8, 34746, 218337, 364139, 487805, 513351, 0
175.001124, 4.999993, 3763, 550, 58840.4, 29896, 231205, 347504, 426913, 444087, 0
180.001119, 4.999995, 3648, 494, 59743.3, 33396, 208987, 334038, 404532, 460547, 0
181.001629, 1.00051, 720, 494, 60107.6, 32372, 211022, 351872, 433851, 460547, 0
