elapsed, window, total, successful, failed
5.00007, 5.00007, 66854, 66854, 0
10.000987, 5.000917, 64356, 64356, 0
15.000992, 5.000005, 63622, 63622, 0
20.000981, 4.999989, 65781, 65781, 0
25.000999, 5.000018, 60455, 60455, 0
30.000978, 4.999979, 65801, 65801, 0
35.000978, 5.0, 65758, 65758, 0
40.000978, 5.0, 67076, 67076, 0
45.000981, 5.000003, 64502, 64502, 0
50.000979, 4.999998, 65347, 65347, 0
55.000978, 4.999999, 64180, 64180, 0
60.000988, 5.00001, 65158, 65158, 0
65.00098, 4.999992, 65243, 65243, 0
70.00098, 5.0, 64532, 64532, 0
75.000974, 4.999994, 65421, 65421, 0
80.000986, 5.000012, 63994, 63994, 0
85.000982, 4.999996, 64708, 64708, 0
90.00098, 4.999998, 64436, 64436, 0
95.000987, 5.000007, 64968, 64968, 0
100.000977, 4.99999, 65017, 65017, 0
105.000987, 5.00001, 63079, 63079, 0
110.000986, 4.999999, 63269, 63269, 0
115.000989, 5.000003, 63338, 63338, 0
120.000982, 4.999993, 63312, 63312, 0
125.000981, 4.999999, 63705, 63705, 0
130.000987, 5.000006, 64367, 64367, 0
135.000975, 4.999988, 64629, 64629, 0
140.000977, 5.000002, 64835, 64835, 0
145.000982, 5.000005, 64964, 64964, 0
150.000982, 5.0, 66413, 66413, 0
155.00099, 5.000008, 64595, 64595, 0
160.000978, 4.999988, 66340, 66340, 0
165.00099, 5.000012, 66071, 66071, 0
170.000975, 4.999985, 65798, 65798, 0
175.000989, 5.000014, 66537, 66537, 0
180.000985, 4.999996, 64834, 64834, 0
181.001591, 1.000606, 11911, 11911, 0
