elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000838, 5.000838, 2206, 634, 35911.2, 26337, 99243, 142871, 177142, 180865, 0
10.000831, 4.999993, 2098, 610, 38223.3, 27821, 108457, 161425, 222717, 263914, 0
15.00083, 4.999999, 2225, 569, 36190.7, 24737, 102004, 146995, 228183, 267144, 0
20.000862, 5.000032, 2127, 578, 37481.8, 28186, 105009, 169461, 220359, 238064, 0
25.000912, 5.00005, 2288, 675, 35049.2, 27176, 96330, 128663, 182148, 226808, 0
30.000828, 4.999916, 2322, 789, 34120.1, 24751, 100762, 147967, 194184, 208114, 0
35.000933, 5.000105, 2445, 514, 32564.1, 24174, 90950, 129100, 160765, 176706, 0
40.000926, 4.999993, 2495, 493, 32143.9, 25433, 90033, 125566, 164217, 178208, 0
45.000912, 4.999986, 2730, 467, 29486.6, 22163, 83590, 113801, 141846, 157579, 0
50.000955, 5.000043, 2571, 511, 31104.5, 25681, 86477, 116875, 159291, 187082, 0
55.000945, 4.99999, 2581, 504, 31144.1, 23846, 86082, 132315, 172266, 187565, 0
60.000948, 5.000003, 2804, 520, 28632.7, 22480, 80830, 122482, 150691, 181722, 0
61.000244, 0.999296, 552, 520, 28505.4, 23236, 78605, 110789, 149349, 152065, 0
