elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000623, 5.000623, 9356, 12115, 33956.4, 31311, 51189, 64599, 78333, 86014, 0
10.00162, 5.000997, 10029, 17398, 31924.0, 30955, 39704, 52807, 61284, 63630, 0
15.001632, 5.000012, 10321, 25480, 31079.1, 30891, 33786, 36432, 40341, 45205, 0
20.001626, 4.999994, 10242, 11381, 31188.3, 31043, 33622, 39885, 46793, 52005, 0
25.00163, 5.000004, 9881, 14949, 32297.2, 31214, 42070, 52160, 59969, 65990, 0
30.001627, 4.999997, 9033, 18536, 35881.1, 31799, 52849, 64070, 73735, 79480, 0
35.001623, 4.999996, 10068, 23156, 31695.6, 30982, 38881, 46154, 51720, 61156, 0
40.001625, 5.000002, 10274, 16361, 31169.5, 31000, 33278, 39917, 43479, 47450, 0
45.001624, 4.999999, 10319, 15246, 31048.2, 30995, 32686, 36370, 41212, 41848, 0
50.001626, 5.000002, 9221, 25826, 34322.1, 31306, 51044, 59511, 68296, 80010, 0
55.001624, 4.999998, 10298, 20010, 31115.7, 30927, 33418, 38965, 42953, 45761, 0
60.001626, 5.000002, 10244, 17713, 31174.6, 30949, 34146, 38038, 42308, 46581, 0
61.002163, 1.000537, 2062, 23608, 31226.3, 30972, 34491, 38059, 42308, 46581, 0
