elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.00756, 5.007559, 10139, 5463, 31334.1, 31416, 32633, 34744, 37507, 42408, 0
10.000912, 4.993352, 10131, 1710, 31531.0, 31623, 33307, 35038, 48766, 52716, 0
15.000913, 5.000001, 10147, 2485, 31531.6, 31611, 33034, 36497, 38308, 38813, 0
20.001112, 5.000199, 10085, 10758, 31661.8, 31566, 33702, 34885, 38043, 42123, 0
25.000918, 4.999806, 10255, 2277, 31142.6, 31196, 32308, 34691, 43116, 46189, 0
30.000911, 4.999993, 10063, 9474, 31750.9, 31909, 33129, 33871, 36770, 40417, 0
35.000919, 5.000008, 9839, 2388, 32457.1, 32524, 33745, 34763, 50459, 55385, 0
40.000917, 4.999998, 10083, 2394, 31731.8, 31752, 33679, 37008, 48726, 54114, 0
45.000908, 4.999991, 10048, 9203, 31793.4, 31847, 33199, 34860, 36056, 39759, 0
50.000916, 5.000008, 10233, 4378, 31274.1, 31263, 33076, 34890, 37226, 39201, 0
55.000912, 4.999996, 10202, 6421, 31368.5, 31391, 32827, 35254, 36114, 39470, 0
60.000913, 5.000001, 9985, 6069, 32015.8, 32111, 33057, 35051, 37992, 39188, 0
61.00285, 1.001937, 2006, 3078, 32039.0, 32137, 33115, 35162, 37425, 43777, 0
