elapsed, window, total, successful, failed
5.000275, 5.000275, 31692, 31692, 0
10.001329, 5.001054, 22968, 22968, 0
15.00132, 4.999991, 18896, 18896, 0
20.001269, 4.999949, 16656, 16656, 0
25.001344, 5.000075, 15304, 15304, 0
30.001328, 4.999984, 14428, 14428, 0
35.001276, 4.999948, 13606, 13606, 0
40.001422, 5.000146, 12405, 12405, 0
45.00127, 4.999848, 11956, 11956, 0
50.001342, 5.000072, 11561, 11561, 0
55.001329, 4.999987, 11598, 11598, 0
60.001337, 5.000008, 10978, 10978, 0
65.001271, 4.999934, 10654, 10654, 0
70.00127, 4.999999, 10226, 10226, 0
75.001461, 5.000191, 10048, 10048, 0
80.001332, 4.999871, 9168, 9168, 0
85.001333, 5.000001, 9233, 9233, 0
90.001268, 4.999935, 9264, 9264, 0
95.001258, 4.99999, 8899, 8899, 0
100.001266, 5.000008, 8567, 8567, 0
105.001268, 5.000002, 9004, 9004, 0
110.001257, 4.999989, 8020, 8020, 0
115.001269, 5.000012, 8340, 8340, 0
120.001266, 4.999997, 7623, 7623, 0
125.001286, 5.00002, 8081, 8081, 0
130.001257, 4.999971, 7668, 7668, 0
135.001264, 5.000007, 7690, 7690, 0
140.001324, 5.00006, 8081, 8081, 0
145.001344, 5.00002, 7411, 7411, 0
150.001364, 5.00002, 7241, 7241, 0
155.001342, 4.999978, 6857, 6857, 0
160.001275, 4.999933, 7273, 7273, 0
165.001265, 4.99999, 6787, 6787, 0
170.00134, 5.000075, 7016, 7016, 0
175.001269, 4.999929, 7121, 7121, 0
180.001274, 5.000005, 6667, 6667, 0
181.001898, 1.000624, 1312, 1312, 0
