elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000488, 5.000488, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
10.001513, 5.001025, 2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
15.001501, 4.999988, 3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
20.0015, 4.999999, 3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
25.001508, 5.000008, 8, 20326468, 23123680.5, 23440614, 24543341, 24543341, 24543341, 24543341, 0
30.001467, 4.999959, 3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
35.001509, 5.000042, 4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
40.001492, 4.999983, 3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
45.0015, 5.000008, 3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
50.001502, 5.000002, 3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
55.001494, 4.999992, 4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
60.001496, 5.000002, 4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
61.000978, 0.999482, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
