elapsed, window, total, successful, failed
5.000407, 5.000407, 13576, 13576, 0
10.002932, 5.002525, 13435, 13435, 0
15.000381, 4.997449, 13597, 13597, 0
20.001381, 5.001, 13837, 13837, 0
25.001386, 5.000005, 13844, 13844, 0
30.001383, 4.999997, 13431, 13431, 0
35.001405, 5.000022, 13631, 13631, 0
40.001427, 5.000022, 13885, 13885, 0
45.001395, 4.999968, 13544, 13544, 0
50.0014, 5.000005, 13718, 13718, 0
55.001434, 5.000034, 13692, 13692, 0
60.001389, 4.999955, 13473, 13473, 0
61.004048, 1.002659, 2718, 2718, 0
