elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000407, 5.000407, 13576, 6125, 23406.0, 23055, 30204, 38544, 54384, 59613, 0
10.002932, 5.002525, 13435, 4853, 23741.7, 23521, 29907, 33083, 37597, 43291, 0
15.000381, 4.997449, 13597, 4260, 23502.9, 23397, 29837, 33491, 39125, 45441, 0
20.001381, 5.001, 13837, 7382, 23144.8, 22944, 29361, 32961, 39477, 44288, 0
25.001386, 5.000005, 13844, 5671, 23095.9, 22866, 29415, 33661, 38038, 51342, 0
30.001383, 4.999997, 13431, 5577, 23832.4, 23559, 30593, 35362, 45449, 51150, 0
35.001405, 5.000022, 13631, 6910, 23454.4, 23196, 29602, 34277, 40442, 46319, 0
40.001427, 5.000022, 13885, 4065, 23001.5, 22775, 29524, 33194, 38165, 43893, 0
45.001395, 4.999968, 13544, 8885, 23593.3, 23301, 30316, 33497, 38615, 45853, 0
50.0014, 5.000005, 13718, 7162, 23265.0, 23069, 30194, 33940, 38085, 44161, 0
55.001434, 5.000034, 13692, 3323, 23378.2, 23128, 29647, 34640, 42147, 49019, 0
60.001389, 4.999955, 13473, 5508, 23700.2, 23465, 30352, 34838, 43165, 48788, 0
61.004048, 1.002659, 2718, 5508, 23723.8, 23480, 30177, 34676, 43165, 48788, 0
