elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000145, 5.000145, 28, 294323, 2135728.9, 2312003, 2981316, 3150952, 3150952, 3150952, 0
10.00116, 5.001015, 34, 2149351, 2438332.5, 2412936, 2626853, 2754964, 2754964, 2754964, 0
15.001146, 4.999986, 35, 1878743, 2243574.1, 2255336, 2465889, 2589809, 2589809, 2589809, 0
20.001144, 4.999998, 35, 2061848, 2295062.1, 2295833, 2423491, 2490997, 2490997, 2490997, 0
25.001155, 5.000011, 31, 2180397, 2466609.1, 2459278, 2663202, 2753156, 2753156, 2753156, 0
30.001154, 4.999999, 36, 1049617, 2352641.1, 2312668, 2732821, 2756872, 2756872, 2756872, 0
35.001147, 4.999993, 36, 1666584, 2182906.5, 2201242, 2448235, 2513088, 2513088, 2513088, 0
40.001148, 5.000001, 34, 2057042, 2356734.4, 2331855, 2643695, 2702114, 2702114, 2702114, 0
45.001117, 4.999969, 38, 1820412, 2242388.2, 2267043, 2522662, 2640291, 2640291, 2640291, 0
50.001157, 5.00004, 33, 1115765, 2159077.7, 2153195, 2434855, 2625194, 2625194, 2625194, 0
55.00115, 4.999993, 38, 2012175, 2267741.8, 2208089, 2584853, 2625194, 2625194, 2625194, 0
60.001141, 4.999991, 38, 1931418, 2140224.1, 2128765, 2346161, 2359655, 2359655, 2359655, 0
61.000636, 0.999495, 7, 1841121, 2110363.1, 2103084, 2346161, 2359655, 2359655, 2359655, 0
