elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000249, 5.000249, 13329, 7136, 23843.7, 23081, 29364, 44619, 78323, 101898, 0
10.001155, 5.000906, 13883, 5461, 23020.3, 22941, 24677, 28202, 42620, 53783, 0
15.00115, 4.999995, 13369, 4836, 23867.0, 22891, 33697, 45477, 55761, 71426, 0
20.001155, 5.000005, 13616, 3560, 23445.3, 23079, 28435, 35881, 43806, 49983, 0
25.001159, 5.000004, 13541, 4722, 23569.0, 23070, 28446, 37607, 46549, 57229, 0
30.001155, 4.999996, 13941, 11269, 22928.6, 22903, 24638, 26219, 31020, 32204, 0
35.001146, 4.999991, 14010, 7263, 22821.5, 22848, 24407, 25561, 31926, 35357, 0
40.001151, 5.000005, 13976, 3836, 22884.0, 22838, 24515, 28842, 38140, 57476, 0
45.00115, 4.999999, 14012, 3985, 22807.2, 22839, 24441, 25404, 30038, 40881, 0
50.001158, 5.000008, 12485, 3906, 25504.9, 23398, 37421, 45718, 61172, 78257, 0
55.00115, 4.999992, 13707, 3199, 23293.5, 22963, 27285, 34919, 42150, 47812, 0
60.001152, 5.000002, 13684, 4589, 23342.6, 23108, 26391, 33263, 40488, 48300, 0
61.001161, 1.000009, 2757, 3652, 23168.2, 23094, 25134, 30226, 38424, 48300, 0
