elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000664, 5.000664, 10375, 6163, 30611.9, 30761, 31812, 32795, 38677, 40650, 0
10.001664, 5.001, 10911, 1983, 29317.8, 29330, 30910, 32661, 34683, 37974, 0
15.001667, 5.000003, 10852, 2555, 29455.1, 29470, 30723, 35517, 38315, 42382, 0
20.001666, 4.999999, 11130, 3937, 28739.8, 28655, 30385, 32915, 39051, 41762, 0
25.001672, 5.000006, 10920, 5556, 29251.7, 29362, 30427, 31086, 32587, 33744, 0
30.001663, 4.999991, 11046, 7787, 28931.9, 29102, 30184, 31300, 33302, 36809, 0
35.001663, 5.0, 10776, 2811, 29666.0, 29855, 31504, 33555, 38348, 48760, 0
40.001662, 4.999999, 10588, 1904, 30185.5, 30244, 31654, 39656, 45233, 45643, 0
45.001665, 5.000003, 10467, 2513, 30515.5, 30603, 32193, 33009, 36211, 40100, 0
50.001665, 5.0, 10757, 9381, 29708.2, 29699, 30931, 34307, 36272, 36656, 0
55.001666, 5.000001, 10596, 5330, 30175.7, 30267, 31631, 32993, 33397, 37283, 0
60.001671, 5.000005, 10850, 1997, 29482.6, 29459, 30958, 32758, 37551, 40318, 0
61.002099, 1.000428, 2144, 1472, 29517.9, 29518, 30770, 32918, 33778, 38861, 0
