elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000217, 5.000217, 79578, 457, 3986.0, 3826, 5066, 7296, 13383, 20677, 0
10.001225, 5.001008, 82567, 842, 3811.8, 3776, 4306, 4799, 6724, 9390, 0
15.001215, 4.99999, 82625, 637, 3788.9, 3722, 4278, 5098, 7346, 37069, 0
20.001266, 5.000051, 83071, 1048, 3794.1, 3768, 4201, 4601, 6068, 7713, 0
25.001244, 4.999978, 82852, 1072, 3801.7, 3727, 4162, 4634, 6346, 68170, 0
30.00126, 5.000016, 84514, 727, 3735.0, 3729, 4054, 4306, 6341, 9153, 0
35.001211, 4.999951, 82262, 494, 3811.5, 3745, 4382, 5735, 7035, 10440, 0
40.001222, 5.000011, 84586, 890, 3707.1, 3701, 4026, 4371, 5276, 5999, 0
45.001215, 4.999993, 83442, 595, 3758.0, 3724, 4224, 4993, 6504, 8534, 0
50.00122, 5.000005, 78882, 506, 3968.1, 3827, 4364, 5085, 7648, 137638, 0
55.001212, 4.999992, 82765, 313, 3796.0, 3800, 4132, 4388, 7010, 10311, 0
60.001221, 5.000009, 82981, 1177, 3787.6, 3780, 4077, 4414, 5949, 11207, 0
61.003427, 1.002206, 15304, 323, 3782.7, 3781, 4079, 4306, 7424, 9642, 0
