elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000076, 5.000076, 77100, 290, 1022.9, 1005, 1257, 1576, 3113, 13216, 0
10.000978, 5.000902, 78120, 290, 1003.8, 996, 1214, 1390, 2249, 3447, 0
15.000967, 4.999989, 79017, 316, 983.4, 978, 1182, 1312, 1804, 7888, 0
20.000968, 5.000001, 77220, 361, 1009.0, 1003, 1216, 1341, 1896, 9047, 0
25.001, 5.000032, 77021, 315, 1011.2, 1006, 1219, 1343, 1889, 5208, 0
30.000971, 4.999971, 77565, 309, 999.5, 988, 1217, 1441, 2183, 6002, 0
35.001046, 5.000075, 78409, 380, 989.6, 982, 1199, 1339, 2300, 8126, 0
40.00097, 4.999924, 74171, 410, 1051.0, 989, 1205, 1376, 2311, 272876, 0
45.00097, 5.0, 79300, 305, 984.6, 978, 1189, 1330, 2374, 5952, 0
50.000967, 4.999997, 78397, 450, 994.9, 990, 1199, 1326, 1715, 9517, 0
55.000964, 4.999997, 78729, 340, 991.0, 984, 1193, 1315, 2470, 9517, 0
60.000966, 5.000002, 77361, 350, 1002.9, 995, 1207, 1330, 3016, 4809, 0
61.000687, 0.999721, 15005, 350, 1008.6, 1001, 1213, 1359, 2725, 4809, 0
