elapsed, window, total, successful, failed
5.000614, 5.000614, 20298, 20298, 0
10.001541, 5.000927, 20283, 20283, 0
15.001533, 4.999992, 20310, 20310, 0
20.00154, 5.000007, 20299, 20299, 0
25.001542, 5.000002, 20271, 20271, 0
30.00153, 4.999988, 20329, 20329, 0
35.001534, 5.000004, 20588, 20588, 0
40.001527, 4.999993, 20230, 20230, 0
45.001554, 5.000027, 20042, 20042, 0
50.001937, 5.000383, 20128, 20128, 0
55.000532, 4.998595, 20416, 20416, 0
60.001532, 5.001, 20267, 20267, 0
65.001527, 4.999995, 20208, 20208, 0
70.001532, 5.000005, 20304, 20304, 0
75.001545, 5.000013, 20544, 20544, 0
80.001535, 4.99999, 20214, 20214, 0
85.001538, 5.000003, 20111, 20111, 0
90.002174, 5.000636, 20037, 20037, 0
95.000526, 4.998352, 20092, 20092, 0
100.001535, 5.001009, 20172, 20172, 0
105.001532, 4.999997, 20212, 20212, 0
110.001534, 5.000002, 20108, 20108, 0
115.001533, 4.999999, 20251, 20251, 0
120.001532, 4.999999, 20138, 20138, 0
125.001536, 5.000004, 19868, 19868, 0
130.001535, 4.999999, 20021, 20021, 0
135.001531, 4.999996, 20164, 20164, 0
140.001533, 5.000002, 20218, 20218, 0
145.001534, 5.000001, 20172, 20172, 0
150.001585, 5.000051, 20168, 20168, 0
155.001533, 4.999948, 20100, 20100, 0
160.001564, 5.000031, 20113, 20113, 0
165.001531, 4.999967, 20177, 20177, 0
170.001568, 5.000037, 20172, 20172, 0
175.00153, 4.999962, 20131, 20131, 0
180.00153, 5.0, 20101, 20101, 0
181.00633, 1.0048, 3925, 3925, 0
