elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000614, 5.000614, 20298, 1443, 15661.5, 15741, 17074, 18595, 21866, 23940, 0
10.001541, 5.000927, 20283, 2237, 15740.1, 15768, 17253, 18699, 22398, 25014, 0
15.001533, 4.999992, 20310, 1454, 15700.9, 15754, 17126, 18972, 21994, 23136, 0
20.00154, 5.000007, 20299, 1466, 15711.4, 15733, 17168, 18752, 22445, 32208, 0
25.001542, 5.000002, 20271, 1872, 15721.4, 15747, 16853, 18190, 21081, 24221, 0
30.00153, 4.999988, 20329, 2030, 15685.9, 15694, 16644, 18233, 20134, 24798, 0
35.001534, 5.000004, 20588, 1345, 15496.0, 15525, 16902, 18899, 21296, 22724, 0
40.001527, 4.999993, 20230, 2102, 15749.7, 15782, 17482, 19670, 22686, 25719, 0
45.001554, 5.000027, 20042, 1715, 15902.6, 15815, 17415, 23014, 24795, 28654, 0
50.001937, 5.000383, 20128, 1996, 15827.9, 15751, 17825, 22232, 26103, 28053, 0
55.000532, 4.998595, 20416, 1799, 15636.1, 15636, 17034, 19887, 26409, 30880, 0
60.001532, 5.001, 20267, 2716, 15740.3, 15727, 16569, 18732, 20734, 23050, 0
65.001527, 4.999995, 20208, 2870, 15806.4, 15807, 16478, 17744, 21966, 25306, 0
70.001532, 5.000005, 20304, 1633, 15720.2, 15711, 16508, 17920, 21388, 25835, 0
75.001545, 5.000013, 20544, 2877, 15533.9, 15550, 16822, 17928, 20057, 26259, 0
80.001535, 4.99999, 20214, 1689, 15739.2, 15773, 16610, 17800, 20471, 22355, 0
85.001538, 5.000003, 20111, 1711, 15856.9, 15861, 16969, 18565, 23765, 27742, 0
90.002174, 5.000636, 20037, 2950, 15905.2, 15925, 16662, 17781, 24266, 30482, 0
95.000526, 4.998352, 20092, 1920, 15884.9, 15882, 16792, 18586, 29096, 32931, 0
100.001535, 5.001009, 20172, 1428, 15815.4, 15833, 16976, 18639, 21693, 24374, 0
105.001532, 4.999997, 20212, 1761, 15800.3, 15847, 17060, 18151, 21617, 23272, 0
110.001534, 5.000002, 20108, 1461, 15857.0, 15865, 17025, 18561, 23024, 25256, 0
115.001533, 4.999999, 20251, 1341, 15758.0, 15781, 17196, 19338, 25201, 27840, 0
120.001532, 4.999999, 20138, 2533, 15846.2, 15822, 17169, 20676, 25765, 27283, 0
125.001536, 5.000004, 19868, 2110, 16031.8, 16027, 16760, 18510, 24822, 26835, 0
130.001535, 4.999999, 20021, 1835, 15921.4, 15938, 16682, 17545, 22204, 26354, 0
135.001531, 4.999996, 20164, 2442, 15813.7, 15823, 16733, 18090, 20387, 24647, 0
140.001533, 5.000002, 20218, 1394, 15766.3, 15770, 16619, 17867, 20139, 21448, 0
145.001534, 5.000001, 20172, 1809, 15794.4, 15841, 17077, 18261, 21646, 22949, 0
150.001585, 5.000051, 20168, 1510, 15816.2, 15876, 17290, 18799, 22092, 23713, 0
155.001533, 4.999948, 20100, 2262, 15858.7, 15916, 17292, 18820, 22002, 25362, 0
160.001564, 5.000031, 20113, 2683, 15875.1, 15943, 17045, 18538, 20534, 23517, 0
165.001531, 4.999967, 20177, 1807, 15787.4, 15818, 17194, 18994, 24263, 26670, 0
170.001568, 5.000037, 20172, 1990, 15792.8, 15834, 16773, 18260, 19979, 22624, 0
175.00153, 4.999962, 20131, 2030, 15828.3, 15884, 17108, 18593, 21928, 23501, 0
180.00153, 5.0, 20101, 2044, 15865.5, 15891, 16708, 18036, 19252, 23617, 0
181.00633, 1.0048, 3925, 3707, 15920.7, 15912, 16863, 18929, 23785, 26832, 0
