elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000517, 5.000517, 374, 1754, 280135.6, 312084, 499812, 553127, 615275, 615275, 0
10.001671, 5.001154, 423, 1210, 203691.1, 124918, 531786, 597671, 622357, 622357, 0
15.001656, 4.999985, 399, 1278, 198923.2, 107403, 524106, 591568, 636792, 636792, 0
20.001616, 4.99996, 402, 728, 147247.5, 65177, 470369, 652763, 721709, 721709, 0
25.001617, 5.000001, 417, 871, 122944.5, 38047, 621483, 656031, 688017, 688017, 0
30.001619, 5.000002, 393, 1175, 142764.3, 61960, 465644, 619415, 666637, 666637, 0
35.001626, 5.000007, 424, 1091, 158499.4, 61915, 547928, 633460, 684325, 684325, 0
40.001629, 5.000003, 367, 951, 188679.3, 73230, 576233, 624028, 649867, 649867, 0
45.001626, 4.999997, 440, 618, 140261.6, 58306, 558746, 640586, 649287, 649287, 0
50.001593, 4.999967, 389, 1045, 144401.5, 57522, 582251, 664573, 699807, 699807, 0
55.001521, 4.999928, 420, 958, 104058.5, 39886, 641083, 685817, 703044, 703044, 0
60.001533, 5.000012, 381, 877, 113603.1, 52564, 632476, 681541, 715469, 715469, 0
61.001857, 1.000324, 98, 877, 118210.1, 59737, 587703, 655994, 682980, 682980, 0
