elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000517, 5.000517, 398, 44414, 501405.4, 526715, 598832, 609089, 618524, 618524, 0
10.001671, 5.001154, 406, 484044, 568745.0, 569891, 624288, 638697, 645544, 645544, 0
15.001656, 4.999985, 411, 486121, 582876.3, 582914, 652346, 672705, 677556, 677556, 0
20.001616, 4.99996, 403, 547649, 638433.0, 636206, 703186, 723710, 733567, 733567, 0
25.001617, 5.000001, 418, 593056, 648570.2, 646903, 692313, 705893, 710932, 710932, 0
30.001619, 5.000002, 418, 558940, 631392.7, 633098, 678562, 692736, 706655, 706655, 0
35.001626, 5.000007, 413, 541370, 615067.2, 616684, 661011, 681958, 692226, 692226, 0
40.001629, 5.000003, 409, 517568, 609571.4, 615503, 655674, 676388, 693785, 693785, 0
45.001626, 4.999997, 408, 561594, 640245.8, 643612, 684700, 705877, 714058, 714058, 0
50.001593, 4.999967, 400, 575404, 644470.8, 645252, 686660, 700416, 709718, 709718, 0
55.001521, 4.999928, 410, 619780, 677796.3, 677596, 713652, 723459, 731434, 731434, 0
60.001533, 5.000012, 418, 586996, 663980.6, 657854, 716522, 735394, 742898, 742898, 0
61.001857, 1.000324, 85, 571836, 647591.5, 647413, 696516, 710827, 727093, 727093, 0
