elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000394, 5.000394, 37655, 578, 2112.4, 2107, 2389, 2626, 4005, 9740, 0
10.001083, 5.000689, 37804, 591, 2094.6, 2093, 2343, 2472, 2936, 7256, 0
15.00108, 4.999997, 37924, 974, 2086.3, 2084, 2345, 2471, 2733, 5481, 0
20.0011, 5.00002, 37680, 582, 2096.2, 2097, 2356, 2492, 3099, 5286, 0
25.001082, 4.999982, 37790, 558, 2093.3, 2094, 2354, 2488, 3329, 5150, 0
30.001075, 4.999993, 37935, 665, 2086.4, 2085, 2344, 2471, 2671, 4029, 0
35.001076, 5.000001, 38225, 560, 2074.9, 2075, 2336, 2471, 2878, 4597, 0
40.00108, 5.000004, 37764, 842, 2093.5, 2094, 2356, 2482, 2704, 6375, 0
45.001093, 5.000013, 38038, 568, 2082.9, 2082, 2355, 2505, 3080, 3936, 0
50.001083, 4.99999, 38650, 540, 2048.6, 2047, 2313, 2458, 3097, 4937, 0
55.001078, 4.999995, 34668, 637, 2258.5, 2037, 2287, 2414, 3789, 549551, 0
60.001085, 5.000007, 38667, 518, 2047.7, 2045, 2308, 2462, 3748, 5295, 0
61.000934, 0.999849, 7450, 690, 2050.8, 2048, 2317, 2473, 3626, 5026, 0
