elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000321, 5.000321, 98, 5816, 1279725.1, 1652993, 2078700, 2110616, 2116181, 2116181, 0
10.00132, 5.000999, 94, 1330557, 1590911.1, 1599964, 1783874, 1860661, 1953349, 1953349, 0
15.001281, 4.999961, 99, 1370006, 1645493.6, 1664936, 1799014, 1891410, 1953349, 1953349, 0
20.001299, 5.000018, 110, 1062592, 1460291.1, 1441943, 1724731, 1783074, 1801533, 1801533, 0
25.0013, 5.000001, 112, 1198142, 1533802.2, 1563394, 1735301, 1760600, 1827629, 1827629, 0
30.001344, 5.000044, 123, 1065270, 1386669.3, 1387234, 1553873, 1649925, 1658261, 1658261, 0
35.001271, 4.999927, 71, 1065270, 1615700.0, 1682220, 1944959, 1984474, 1998420, 1998420, 0
40.001324, 5.000053, 113, 1134182, 1579591.1, 1568905, 1936567, 1958363, 1971961, 1971961, 0
45.001287, 4.999963, 115, 1061687, 1426808.2, 1434307, 1733655, 1768670, 1768800, 1768800, 0
50.001289, 5.000002, 109, 1037074, 1469051.9, 1508445, 1692346, 1784555, 1792451, 1792451, 0
55.001275, 4.999986, 94, 1255220, 1533646.1, 1512915, 1853475, 1912161, 1947949, 1947949, 0
60.001274, 4.999999, 90, 1194873, 1453209.0, 1373473, 1916930, 2023872, 2041992, 2041992, 0
61.002035, 1.000761, 9, 1194873, 1561508.8, 1391470, 2151510, 2230577, 2255809, 2255809, 0
