elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000321, 5.000321, 94, 133351, 1578801.4, 1742732, 2086398, 2151296, 2153340, 2153340, 0
10.00132, 5.000999, 99, 1353917, 1663102.1, 1634320, 1894435, 1953815, 1993159, 1993159, 0
15.001281, 4.999961, 97, 1428152, 1703840.6, 1706691, 1909720, 1953815, 1993159, 1993159, 0
20.001299, 5.000018, 108, 1107243, 1516415.6, 1515383, 1787978, 1827322, 1912617, 1912617, 0
25.0013, 5.000001, 98, 1234204, 1601338.8, 1642003, 1799051, 1826503, 1852389, 1852389, 0
30.001344, 5.000044, 105, 1008761, 1429272.8, 1427880, 1645210, 1713229, 1719304, 1719304, 0
35.001271, 4.999927, 97, 1008761, 1686485.9, 1781166, 1991579, 2044258, 2080731, 2080731, 0
40.001324, 5.000053, 108, 1247392, 1658865.4, 1630184, 1991579, 2018697, 2029520, 2029520, 0
45.001287, 4.999963, 93, 1062337, 1471680.9, 1483652, 1791103, 1883471, 1890663, 1890663, 0
50.001289, 5.000002, 103, 1090205, 1562930.2, 1599781, 1804311, 1835567, 1864114, 1864114, 0
55.001275, 4.999986, 111, 1325586, 1628862.1, 1609879, 1903451, 1960682, 1962868, 1962868, 0
60.001274, 4.999999, 101, 1274501, 1583957.7, 1470446, 1988101, 2051450, 2112140, 2112140, 0
61.002035, 1.000761, 20, 1274501, 1716900.9, 1667555, 2226371, 2284795, 2322343, 2322343, 0
