elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000144, 5.000144, 67686, 648, 18521.5, 16471, 27042, 39568, 49725, 52636, 0
10.001093, 5.000949, 55454, 338, 22798.8, 22812, 30690, 37784, 47868, 54871, 0
15.001097, 5.000004, 59749, 1840, 21127.9, 20940, 27682, 34230, 40496, 43122, 0
20.001093, 4.999996, 63205, 801, 20104.8, 20050, 25323, 29879, 39471, 43412, 0
25.001106, 5.000013, 79441, 2899, 16170.5, 15177, 21452, 24584, 34350, 41244, 0
30.001108, 5.000002, 61488, 1719, 19867.0, 20311, 26389, 33002, 39583, 42715, 0
35.001104, 4.999996, 62252, 715, 20178.5, 20387, 25620, 30950, 41818, 48232, 0
40.001089, 4.999985, 74865, 1940, 17169.6, 15702, 22744, 25080, 31783, 36129, 0
45.0011, 5.000011, 70321, 2333, 17674.8, 16081, 24506, 28180, 38516, 42838, 0
50.001092, 4.999992, 71683, 1744, 17391.9, 15687, 21778, 24030, 279888, 280110, 0
55.005113, 5.004021, 64934, 545, 19383.0, 19540, 25342, 31220, 41269, 60759, 0
60.005093, 4.99998, 74807, 2078, 17054.7, 15438, 23691, 27568, 37766, 42033, 0
61.006736, 1.001643, 12313, 2218, 17216.0, 15499, 23629, 28414, 37771, 42033, 0
