elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.00024, 5.00024, 55113, 593, 22762.5, 22498, 33330, 40148, 42908, 48494, 0
10.001237, 5.000997, 68899, 1750, 18556.2, 17276, 25467, 31655, 40355, 46150, 0
15.001317, 5.00008, 57822, 1365, 20536.8, 20814, 28361, 33372, 40267, 42908, 0
20.001227, 4.99991, 69705, 2161, 18663.3, 17871, 25505, 28688, 37884, 42001, 0
25.001181, 4.999954, 60468, 1797, 19926.9, 20434, 26055, 32478, 36841, 49612, 0
30.001206, 5.000025, 67006, 2384, 19160.7, 18556, 25809, 32912, 42716, 49612, 0
35.001228, 5.000022, 66561, 2336, 18832.1, 17476, 25820, 29938, 35766, 37982, 0
40.001177, 4.999949, 67791, 1483, 18179.0, 16553, 24616, 27863, 35930, 41027, 0
45.001197, 5.00002, 59886, 1644, 21101.0, 20210, 27119, 36898, 292231, 294770, 0
50.001365, 5.000168, 62656, 2286, 19443.8, 19610, 25654, 31762, 37522, 39645, 0
55.002198, 5.000833, 64228, 2132, 19484.7, 19304, 25921, 31081, 38007, 41892, 0
60.001248, 4.99905, 62588, 2196, 19742.8, 20028, 26825, 31516, 41015, 43572, 0
61.007563, 1.006315, 10511, 1725, 20604.2, 20844, 27680, 33148, 41028, 43572, 0
