elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
4.999919, 4.999919, 1031, 46642, 173213.8, 171303, 251870, 270489, 281674, 288191, 0
10.000922, 5.001003, 1086, 90359, 179568.3, 172685, 259859, 299414, 333855, 334574, 0
15.000956, 5.000034, 1020, 87001, 186316.1, 177590, 265359, 286038, 298097, 299414, 0
20.000996, 5.00004, 1035, 81336, 185792.3, 176653, 272669, 382296, 439344, 442758, 0
25.00086, 4.999864, 1074, 60030, 186289.9, 188005, 258026, 290745, 298832, 305669, 0
30.000855, 4.999995, 1036, 60739, 184123.5, 181447, 292879, 335934, 400557, 401165, 0
35.00097, 5.000115, 990, 70483, 188082.6, 186285, 289571, 309711, 325376, 325386, 0
40.00085, 4.99988, 1025, 46945, 186441.7, 189872, 267967, 294113, 331322, 332677, 0
45.000846, 4.999996, 1076, 55281, 183112.1, 177885, 262856, 281847, 317746, 330001, 0
50.000852, 5.000006, 1102, 67965, 168242.3, 167823, 240990, 274011, 305109, 305425, 0
55.000854, 5.000002, 1090, 47015, 171431.5, 174491, 254349, 273823, 286761, 286829, 0
60.000846, 4.999992, 1018, 70276, 184291.1, 180286, 270687, 313722, 338831, 346049, 0
61.000975, 1.000129, 157, 80948, 189188.5, 184995, 276271, 327919, 360599, 360645, 0
