elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
4.999866, 4.999866, 9357, 15186, 33944.8, 32838, 43701, 51391, 58056, 64687, 0
10.000773, 5.000907, 9709, 21799, 33000.5, 32816, 34990, 40862, 48032, 56717, 0
15.000763, 4.99999, 9457, 14173, 33705.1, 32961, 41109, 47784, 52910, 64752, 0
20.000767, 5.000004, 9155, 16730, 34704.4, 33118, 45038, 50381, 56601, 64564, 0
25.000776, 5.000009, 9818, 25126, 32480.1, 32403, 34211, 36684, 42399, 50237, 0
30.000765, 4.999989, 9780, 12976, 32693.7, 32583, 35854, 40377, 44082, 47056, 0
35.00077, 5.000005, 9738, 21705, 32853.1, 32478, 37525, 43870, 48249, 54040, 0
40.000766, 4.999996, 9776, 24709, 32652.4, 32500, 34828, 38654, 47076, 59715, 0
45.000767, 5.000001, 9815, 9974, 32609.5, 32553, 34529, 39045, 42236, 48812, 0
50.000775, 5.000008, 9741, 17609, 32805.1, 32499, 36487, 42996, 50039, 57955, 0
55.000768, 4.999993, 9688, 24392, 32944.0, 32649, 35703, 42085, 48380, 52904, 0
60.000769, 5.000001, 9691, 19990, 32971.5, 32771, 35772, 40669, 44087, 48113, 0
61.001212, 1.000443, 1955, 20518, 32894.3, 32725, 35612, 39533, 42965, 48113, 0
