elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
4.999759, 4.999759, 73070, 429, 1085.2, 1076, 1301, 1582, 2480, 6034, 0
10.000775, 5.001016, 72200, 303, 1084.1, 1077, 1286, 1437, 2789, 9108, 0
15.000773, 4.999998, 73525, 378, 1064.2, 1061, 1267, 1384, 1902, 3021, 0
20.000777, 5.000004, 74409, 397, 1049.3, 1047, 1239, 1337, 1792, 5091, 0
25.00077, 4.999993, 73028, 382, 1064.7, 1062, 1267, 1389, 2055, 3883, 0
30.000782, 5.000012, 70918, 399, 1099.6, 1095, 1315, 1487, 2192, 4042, 0
35.000768, 4.999986, 72092, 357, 1081.7, 1079, 1283, 1418, 1996, 4071, 0
40.00076, 4.999992, 73689, 312, 1058.9, 1054, 1255, 1373, 2465, 7291, 0
45.000767, 5.000007, 73772, 305, 1057.0, 1053, 1260, 1379, 1942, 4202, 0
50.000773, 5.000006, 74896, 375, 1041.4, 1040, 1233, 1331, 1708, 3138, 0
55.000774, 5.000001, 72075, 348, 1083.6, 1082, 1282, 1401, 2191, 3799, 0
60.000777, 5.000003, 69848, 362, 1119.3, 1114, 1328, 1510, 2357, 9383, 0
61.00117, 1.000393, 13124, 362, 1123.7, 1117, 1335, 1555, 2350, 9383, 0
