elapsed, window, total, successful, failed
4.999759, 4.999759, 73070, 73070, 0
10.000775, 5.001016, 72200, 72200, 0
15.000773, 4.999998, 73525, 73525, 0
20.000777, 5.000004, 74409, 74409, 0
25.00077, 4.999993, 73028, 73028, 0
30.000782, 5.000012, 70918, 70918, 0
35.000768, 4.999986, 72092, 72092, 0
40.00076, 4.999992, 73689, 73689, 0
45.000767, 5.000007, 73772, 73772, 0
50.000773, 5.000006, 74896, 74896, 0
55.000774, 5.000001, 72075, 72075, 0
60.000777, 5.000003, 69848, 69848, 0
61.00117, 1.000393, 13124, 13124, 0
