elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000468, 5.000468, 79541, 416, 3982.6, 3834, 5007, 7489, 10239, 16734, 0
10.001924, 5.001456, 82102, 278, 3833.8, 3770, 4491, 5451, 7121, 9674, 0
15.000463, 4.998539, 83939, 367, 3753.1, 3716, 4221, 5097, 6493, 7541, 0
20.001478, 5.001015, 84444, 722, 3707.1, 3703, 4039, 4265, 4740, 6221, 0
25.001471, 4.999993, 79612, 321, 3877.1, 3785, 4862, 5895, 7257, 10907, 0
30.001471, 5.0, 83284, 233, 3751.6, 3726, 4159, 4749, 7885, 9389, 0
35.001505, 5.000034, 76120, 233, 4063.7, 3838, 5584, 6733, 8625, 13996, 0
40.001466, 4.999961, 83238, 1088, 3771.5, 3747, 4181, 4724, 5763, 8866, 0
45.001474, 5.000008, 81550, 312, 3802.3, 3764, 4353, 5337, 8214, 10194, 0
50.001474, 5.0, 74153, 449, 4153.8, 3836, 5104, 6349, 9432, 270998, 0
55.001469, 4.999995, 84022, 504, 3827.7, 3719, 4823, 6140, 8979, 11827, 0
60.001468, 4.999999, 83257, 522, 3737.2, 3716, 4127, 4785, 5914, 12363, 0
61.002179, 1.000711, 15091, 522, 3761.2, 3730, 4216, 5183, 6104, 12363, 0
