elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000347, 5.000347, 8186, 746, 3984.0, 3210, 9071, 12654, 17329, 19910, 0
10.001264, 5.000917, 6367, 586, 4513.9, 3484, 10965, 15137, 21854, 29135, 0
15.001267, 5.000003, 5408, 621, 4828.4, 3441, 13097, 17525, 21845, 26221, 0
20.001274, 5.000007, 4899, 598, 5097.9, 3507, 14222, 19574, 27907, 36982, 0
25.00127, 4.999996, 4408, 539, 5455.8, 3654, 15952, 22384, 31494, 34832, 0
30.001282, 5.000012, 4117, 640, 5659.1, 3811, 16961, 23764, 32098, 36561, 0
35.001272, 4.99999, 3933, 574, 5855.2, 4092, 17570, 26217, 33681, 41230, 0
40.001349, 5.000077, 3848, 593, 5660.7, 3466, 18123, 26592, 37392, 41387, 0
45.001422, 5.000073, 3663, 619, 5573.5, 3309, 19165, 27167, 34575, 45023, 0
50.001277, 4.999855, 3622, 626, 5674.0, 3109, 19182, 28175, 37172, 43660, 0
55.0013, 5.000023, 3380, 549, 5847.8, 3478, 19956, 29590, 40589, 45599, 0
60.00127, 4.99997, 3263, 560, 5807.8, 3187, 20698, 31792, 43231, 47963, 0
65.001276, 5.000006, 3161, 551, 5942.2, 3121, 21258, 32386, 50880, 52013, 0
70.001271, 4.999995, 3076, 539, 6223.7, 3100, 23850, 36745, 46639, 60944, 0
75.001378, 5.000107, 3091, 571, 6228.6, 3270, 23578, 34761, 44993, 57430, 0
80.001288, 4.99991, 2996, 576, 6182.3, 3181, 23229, 34266, 46528, 57218, 0
85.001272, 4.999984, 2881, 543, 6824.1, 3276, 25727, 37110, 65782, 74216, 0
90.001277, 5.000005, 2717, 566, 6310.4, 3201, 23979, 37093, 47492, 70571, 0
95.001364, 5.000087, 2664, 588, 6418.3, 3340, 23536, 38712, 62279, 78470, 0
100.001366, 5.000002, 2619, 531, 6670.0, 3190, 26767, 40273, 52227, 57291, 0
105.001439, 5.000073, 2569, 581, 6697.8, 3162, 26748, 40923, 52839, 79506, 0
110.001339, 4.9999, 2569, 563, 6835.5, 2937, 27401, 44920, 59782, 65954, 0
115.001281, 4.999942, 2481, 544, 6844.3, 3114, 27081, 50764, 87359, 96495, 0
120.001477, 5.000196, 2593, 577, 6704.0, 2895, 27340, 44253, 64455, 82668, 0
125.001274, 4.999797, 2347, 568, 7520.0, 3451, 30649, 50563, 73507, 81848, 0
130.001412, 5.000138, 2314, 551, 7218.5, 3274, 30521, 49489, 58715, 66181, 0
135.00127, 4.999858, 2144, 609, 7611.9, 2851, 32989, 55298, 83230, 108434, 0
140.001374, 5.000104, 2275, 574, 7107.2, 2906, 29627, 52553, 86667, 96688, 0
145.001287, 4.999913, 2242, 582, 7044.6, 3012, 28570, 54429, 78481, 91810, 0
150.001271, 4.999984, 2296, 583, 7325.1, 3166, 30162, 50169, 59152, 77250, 0
155.001275, 5.000004, 2211, 571, 7233.0, 3039, 30695, 53473, 71383, 95467, 0
160.001329, 5.000054, 2204, 553, 7239.0, 2920, 33230, 54149, 70323, 78745, 0
165.001281, 4.999952, 2237, 574, 7278.3, 3044, 30576, 52579, 68002, 69542, 0
170.001352, 5.000071, 2008, 538, 7606.3, 2986, 34117, 55205, 76579, 88487, 0
175.001351, 4.999999, 2141, 516, 7566.3, 2988, 32811, 53669, 75890, 81095, 0
180.001321, 4.99997, 2182, 619, 6817.0, 2872, 27469, 48871, 63787, 67856, 0
181.001484, 1.000163, 400, 595, 7073.4, 2893, 27656, 50109, 67856, 104069, 0
