elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000347, 5.000347, 33272, 689, 8565.4, 8092, 13019, 16745, 20079, 22542, 0
10.001264, 5.000917, 25333, 2681, 11355.2, 10989, 17289, 20753, 28545, 32573, 0
15.001267, 5.000003, 21469, 1150, 13551.3, 13388, 20553, 23991, 26455, 29682, 0
20.001274, 5.000007, 19529, 1529, 14957.8, 14599, 23027, 28702, 35458, 39419, 0
25.00127, 4.999996, 17754, 3151, 16598.2, 16205, 25670, 30892, 35224, 37262, 0
30.001282, 5.000012, 16462, 973, 17935.6, 17558, 29509, 34695, 39566, 44273, 0
35.001272, 4.99999, 15396, 1286, 19234.3, 18977, 30409, 35867, 47150, 52927, 0
40.001349, 5.000077, 14925, 4546, 19874.3, 19476, 32718, 37086, 49833, 50583, 0
45.001422, 5.000073, 14721, 4159, 20320.8, 20104, 32200, 38100, 45426, 50416, 0
50.001277, 4.999855, 14484, 4053, 20584.4, 19995, 33393, 42082, 47756, 49180, 0
55.0013, 5.000023, 13629, 4113, 21993.3, 21422, 36954, 44193, 65498, 66707, 0
60.00127, 4.99997, 13266, 4312, 22694.1, 22878, 37904, 46737, 48888, 51331, 0
65.001276, 5.000006, 12661, 3843, 23605.2, 22713, 39733, 51651, 67265, 68680, 0
70.001271, 4.999995, 12094, 4697, 24906.4, 24191, 43266, 52048, 63022, 69780, 0
75.001378, 5.000107, 12288, 5156, 24412.9, 23781, 40497, 49444, 61093, 64618, 0
80.001288, 4.99991, 11774, 4789, 25514.6, 25644, 42329, 50056, 54467, 63066, 0
85.001272, 4.999984, 11182, 4778, 26715.0, 25594, 49042, 60866, 73710, 74458, 0
90.001277, 5.000005, 11198, 4281, 26940.3, 27344, 46498, 65961, 71714, 73397, 0
95.001364, 5.000087, 11013, 4535, 27587.7, 26381, 51650, 63648, 75261, 81271, 0
100.001366, 5.000002, 10641, 3675, 28037.7, 27302, 49297, 56465, 65662, 74636, 0
105.001439, 5.000073, 10215, 4835, 29797.4, 29255, 52267, 63525, 85724, 87709, 0
110.001339, 4.9999, 10035, 5284, 30045.4, 29244, 51731, 66000, 95056, 95767, 0
115.001281, 4.999942, 9816, 4747, 30701.7, 29449, 54177, 83826, 97203, 105801, 0
120.001477, 5.000196, 10409, 3746, 29297.6, 28235, 54723, 68107, 82479, 98872, 0
125.001274, 4.999797, 9432, 4652, 32182.4, 30824, 59421, 80726, 97277, 109425, 0
130.001412, 5.000138, 9389, 5075, 31903.9, 31488, 55421, 72269, 77191, 88666, 0
135.00127, 4.999858, 8959, 4859, 33792.4, 32723, 59551, 80804, 108370, 114677, 0
140.001374, 5.000104, 8957, 4104, 34182.6, 32592, 60689, 87443, 97250, 98144, 0
145.001287, 4.999913, 8861, 1812, 34144.0, 32431, 64704, 87496, 117452, 118198, 0
150.001271, 4.999984, 9154, 4419, 33176.7, 32252, 57095, 73183, 92101, 94907, 0
155.001275, 5.000004, 8470, 3952, 35657.7, 34762, 64273, 78866, 114123, 115545, 0
160.001329, 5.000054, 8873, 4905, 34425.9, 32088, 65510, 80218, 116454, 118898, 0
165.001281, 4.999952, 8940, 2465, 33688.4, 32298, 60815, 68935, 79140, 91877, 0
170.001352, 5.000071, 8304, 4864, 36597.8, 35206, 64426, 79990, 89811, 91950, 0
175.001351, 4.999999, 8374, 5467, 36127.0, 35291, 63669, 81576, 90572, 91098, 0
180.001321, 4.99997, 8925, 4733, 34416.2, 31682, 62645, 85591, 104289, 106731, 0
181.001484, 1.000163, 1476, 4733, 34781.7, 31950, 62818, 82837, 104289, 106731, 0
