elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000651, 5.000651, 7690, 408, 10105.1, 6681, 30704, 49995, 73669, 84879, 0
10.00161, 5.000959, 7274, 443, 10373.9, 6760, 32226, 54786, 79164, 102935, 0
15.001666, 5.000056, 7125, 470, 9998.6, 6094, 32121, 55183, 93027, 207548, 0
20.00178, 5.000114, 7726, 411, 10421.9, 6766, 30982, 52321, 94888, 207548, 0
25.001899, 5.000119, 8039, 510, 9832.3, 6636, 29849, 50327, 72164, 102852, 0
30.000565, 4.998666, 7591, 482, 9913.3, 6616, 29450, 49508, 121054, 199935, 0
35.00155, 5.000985, 7244, 466, 10195.5, 6717, 31213, 50564, 90022, 206077, 0
40.001596, 5.000046, 7440, 463, 10178.1, 6562, 31660, 54145, 80584, 121987, 0
45.001573, 4.999977, 7206, 524, 10166.0, 6564, 30039, 50093, 174493, 205645, 0
50.001604, 5.000031, 7430, 524, 10120.4, 6495, 30282, 50918, 200818, 222767, 0
55.001608, 5.000004, 7573, 512, 10091.8, 6505, 29405, 53362, 195177, 222767, 0
60.001608, 5.0, 6807, 505, 10595.8, 6728, 30583, 54954, 217239, 229339, 0
61.00208, 1.000472, 1474, 505, 10552.2, 6543, 30900, 55705, 217239, 229339, 0
