elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000651, 5.000651, 7766, 4527, 30670.4, 28576, 54341, 75192, 83186, 85181, 0
10.00161, 5.000959, 7230, 3388, 33621.2, 30868, 63848, 81151, 99547, 102508, 0
15.001666, 5.000056, 7264, 3434, 34603.7, 30360, 65589, 97933, 198932, 207772, 0
20.00178, 5.000114, 7745, 4233, 32135.8, 27665, 59639, 135449, 198932, 207772, 0
25.001899, 5.000119, 7929, 3637, 30340.6, 28506, 53265, 66443, 94462, 99462, 0
30.000565, 4.998666, 7510, 3591, 31934.2, 28174, 56825, 122595, 187174, 199332, 0
35.00155, 5.000985, 7232, 3159, 33525.8, 29718, 59086, 185825, 200678, 205337, 0
40.001596, 5.000046, 7331, 3063, 31814.8, 29039, 62378, 78590, 106322, 122118, 0
45.001573, 4.999977, 7402, 3220, 33435.2, 27671, 67034, 189671, 203974, 205622, 0
50.001604, 5.000031, 7288, 5299, 32743.7, 28184, 56109, 191409, 216779, 222660, 0
55.001608, 5.000004, 7443, 3036, 34183.5, 27565, 62332, 195681, 216779, 222660, 0
60.001608, 5.0, 6832, 2323, 34835.7, 28348, 64946, 209187, 226345, 228848, 0
61.00208, 1.000472, 1482, 2808, 36062.7, 28963, 68706, 209187, 226345, 228848, 0
