elapsed, window, total, successful, failed
5.000373, 5.000373, 19668, 19668, 0
10.001275, 5.000902, 11686, 11686, 0
15.001278, 5.000003, 9447, 9447, 0
20.001275, 4.999997, 7825, 7825, 0
25.001267, 4.999992, 6990, 6990, 0
30.001286, 5.000019, 7942, 7942, 0
35.001282, 4.999996, 5982, 5982, 0
40.001275, 4.999993, 5453, 5453, 0
45.001276, 5.000001, 4749, 4749, 0
50.001286, 5.00001, 6053, 6053, 0
55.001275, 4.999989, 5427, 5427, 0
60.001281, 5.000006, 4732, 4732, 0
65.001272, 4.999991, 4274, 4274, 0
70.001274, 5.000002, 3726, 3726, 0
75.00128, 5.000006, 3898, 3898, 0
80.001271, 4.999991, 3675, 3675, 0
85.00127, 4.999999, 3562, 3562, 0
90.001281, 5.000011, 3593, 3593, 0
95.001294, 5.000013, 3461, 3461, 0
100.001271, 4.999977, 3402, 3402, 0
105.001274, 5.000003, 3162, 3162, 0
110.001273, 4.999999, 3115, 3115, 0
115.001278, 5.000005, 2828, 2828, 0
120.001276, 4.999998, 2977, 2977, 0
125.001279, 5.000003, 3342, 3342, 0
130.001274, 4.999995, 3377, 3377, 0
135.001272, 4.999998, 3297, 3297, 0
140.001278, 5.000006, 3197, 3197, 0
145.001275, 4.999997, 3132, 3132, 0
150.001275, 5.0, 3159, 3159, 0
155.001275, 5.0, 3125, 3125, 0
160.001276, 5.000001, 2985, 2985, 0
165.001352, 5.000076, 3132, 3132, 0
170.001369, 5.000017, 3154, 3154, 0
175.001372, 5.000003, 2959, 2959, 0
180.00127, 4.999898, 2953, 2953, 0
181.002049, 1.000779, 606, 606, 0
