elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000373, 5.000373, 3857, 465, 4587.5, 2001, 18584, 27070, 33023, 38907, 0
10.001275, 5.000902, 2328, 512, 6135.8, 1494, 30486, 40122, 45622, 47580, 0
15.001278, 5.000003, 1879, 500, 4144.9, 1082, 34099, 45598, 52343, 54608, 0
20.001275, 4.999997, 1598, 483, 5029.7, 990, 43442, 55905, 61480, 72603, 0
25.001267, 4.999992, 1362, 496, 6189.2, 1035, 50205, 62143, 65051, 71158, 0
30.001286, 5.000019, 1546, 520, 5608.9, 1140, 41432, 60450, 66618, 66871, 0
35.001282, 4.999996, 1240, 504, 6280.9, 1123, 60620, 73198, 85649, 86079, 0
40.001275, 4.999993, 1100, 514, 5626.1, 1067, 62126, 74858, 84046, 84932, 0
45.001276, 5.000001, 972, 506, 7544.2, 1032, 75009, 87830, 97452, 98164, 0
50.001286, 5.00001, 1253, 538, 7904.1, 1274, 56377, 71121, 80221, 81187, 0
55.001275, 4.999989, 1093, 520, 7418.3, 1375, 64247, 77116, 86918, 87951, 0
60.001281, 5.000006, 939, 538, 9020.5, 1483, 71910, 85897, 96527, 97075, 0
65.001272, 4.999991, 840, 513, 7930.1, 1266, 76984, 94222, 104687, 106099, 0
70.001274, 5.000002, 727, 530, 8216.5, 1136, 97011, 107320, 115866, 117806, 0
75.00128, 5.000006, 799, 493, 7448.7, 1247, 93741, 105472, 110194, 112515, 0
80.001271, 4.999991, 736, 480, 9029.8, 1220, 99170, 111057, 116372, 120556, 0
85.00127, 4.999999, 682, 518, 9144.4, 1119, 104480, 110195, 123806, 124778, 0
90.001281, 5.000011, 688, 490, 7631.4, 1129, 98462, 113335, 123625, 124778, 0
95.001294, 5.000013, 733, 495, 9337.8, 1198, 109440, 119502, 130794, 132395, 0
100.001271, 4.999977, 704, 498, 8700.7, 1156, 107180, 123086, 129487, 134033, 0
105.001274, 5.000003, 640, 570, 9402.1, 1287, 112362, 128271, 133720, 139387, 0
110.001273, 4.999999, 631, 555, 10030.5, 1167, 119501, 129325, 137074, 138974, 0
115.001278, 5.000005, 557, 402, 12580.7, 1110, 126928, 141081, 150147, 163875, 0
120.001276, 4.999998, 566, 460, 7719.4, 1152, 12865, 136367, 146176, 148194, 0
125.001279, 5.000003, 688, 536, 11398.9, 1481, 105714, 129622, 136478, 153527, 0
130.001274, 4.999995, 658, 537, 10107.1, 1548, 108486, 118978, 127067, 127839, 0
135.001272, 4.999998, 669, 549, 10079.5, 1621, 113080, 125302, 131887, 133747, 0
140.001278, 5.000006, 635, 538, 11889.4, 1867, 116318, 127136, 135483, 137338, 0
145.001275, 4.999997, 640, 528, 10645.1, 1636, 118035, 128803, 134334, 144512, 0
150.001275, 5.0, 612, 546, 12717.9, 2012, 116304, 129019, 141894, 142658, 0
155.001275, 5.0, 614, 523, 10797.1, 1378, 117865, 132274, 144100, 150502, 0
160.001276, 5.000001, 582, 509, 11524.7, 1291, 123484, 135125, 143363, 146916, 0
165.001352, 5.000076, 660, 541, 14403.5, 1378, 121716, 134341, 141870, 150161, 0
170.001369, 5.000017, 610, 535, 9963.3, 1640, 114259, 127667, 133092, 134600, 0
175.001372, 5.000003, 592, 471, 11213.4, 1298, 124362, 137249, 145788, 148376, 0
180.00127, 4.999898, 610, 524, 10083.3, 1339, 126045, 137505, 144807, 150314, 0
181.002049, 1.000779, 125, 524, 10457.0, 1260, 126045, 141071, 147052, 150314, 0
