elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000373, 5.000373, 15811, 907, 18949.1, 19369, 30388, 34660, 42294, 45500, 0
10.001275, 5.000902, 9358, 3456, 32461.4, 31537, 43229, 46893, 56809, 60177, 0
15.001278, 5.000003, 7568, 19508, 40813.5, 41044, 53786, 57566, 59866, 60749, 0
20.001275, 4.999997, 6227, 33604, 50208.2, 49855, 61761, 67297, 71953, 73246, 0
25.001267, 4.999992, 5628, 20301, 55502.8, 57062, 65225, 69114, 71304, 72541, 0
30.001286, 5.000019, 6396, 29700, 48759.8, 46119, 66225, 70219, 72582, 73749, 0
35.001282, 4.999996, 4742, 51819, 65505.8, 63962, 79594, 85324, 88639, 91064, 0
40.001275, 4.999993, 4353, 54133, 71972.3, 71374, 83413, 86828, 89379, 90722, 0
45.001276, 5.000001, 3777, 61067, 82581.0, 82549, 95140, 100112, 102516, 103394, 0
50.001286, 5.00001, 4800, 43742, 65050.3, 63462, 84110, 91675, 94854, 95603, 0
55.001275, 4.999989, 4334, 57208, 71854.3, 71111, 84418, 89293, 91821, 94110, 0
60.001281, 5.000006, 3793, 63532, 81553.1, 80850, 95159, 99328, 101902, 104594, 0
65.001272, 4.999991, 3434, 70534, 90767.1, 90215, 108827, 118433, 127790, 128523, 0
70.001274, 5.000002, 2999, 88118, 104420.7, 102962, 117891, 124390, 126704, 127561, 0
75.00128, 5.000006, 3099, 86961, 101127.6, 100515, 112340, 119118, 127160, 129680, 0
80.001271, 4.999991, 2939, 92199, 106463.2, 105974, 117327, 123634, 125315, 126524, 0
85.00127, 4.999999, 2880, 93334, 108919.4, 108246, 121685, 126458, 129849, 130388, 0
90.001281, 5.000011, 2905, 92479, 108555.7, 107856, 120334, 126674, 131105, 131886, 0
95.001294, 5.000013, 2728, 96431, 114821.7, 114372, 126102, 132625, 136060, 137525, 0
100.001271, 4.999977, 2698, 98659, 116585.0, 115786, 130328, 139069, 143846, 146022, 0
105.001274, 5.000003, 2522, 103308, 124135.0, 124224, 138743, 143133, 147118, 147635, 0
110.001273, 4.999999, 2484, 111099, 126228.8, 125487, 137549, 143560, 147296, 151771, 0
115.001278, 5.000005, 2271, 111099, 136910.8, 136600, 154101, 161609, 166417, 167710, 0
120.001276, 4.999998, 2411, 117311, 131737.8, 130630, 144775, 160041, 163698, 167710, 0
125.001279, 5.000003, 2654, 88390, 118035.9, 116413, 140721, 152888, 156050, 158244, 0
130.001274, 4.999995, 2719, 95129, 115070.1, 115026, 125986, 131248, 133565, 135931, 0
135.001272, 4.999998, 2628, 95841, 118750.1, 117782, 134116, 138427, 141431, 142007, 0
140.001278, 5.000006, 2562, 105321, 121480.5, 121218, 133122, 137884, 139798, 143313, 0
145.001275, 4.999997, 2492, 106826, 125653.6, 125360, 137326, 143179, 147241, 148711, 0
150.001275, 5.0, 2547, 106343, 122418.1, 121235, 135941, 144156, 146536, 147885, 0
155.001275, 5.0, 2511, 107519, 124582.4, 122037, 144994, 155270, 158561, 159585, 0
160.001276, 5.000001, 2403, 112907, 129987.0, 128906, 143239, 151561, 155407, 156250, 0
165.001352, 5.000076, 2472, 93591, 125899.7, 126893, 145634, 150060, 152820, 153074, 0
170.001369, 5.000017, 2544, 105627, 123080.7, 122960, 134379, 137422, 140374, 141401, 0
175.001372, 5.000003, 2367, 110334, 132029.2, 131579, 145902, 155198, 162017, 163236, 0
180.00127, 4.999898, 2343, 117037, 134029.2, 133271, 149757, 159105, 164621, 166220, 0
181.002049, 1.000779, 481, 117037, 133740.1, 132791, 150588, 159105, 164621, 166220, 0
