elapsed, window, total, successful, failed
5.000409, 5.000409, 79252, 79252, 0
10.001356, 5.000947, 81579, 81579, 0
15.001341, 4.999985, 78905, 78905, 0
20.001343, 5.000002, 79288, 79288, 0
25.001351, 5.000008, 74202, 74202, 0
30.001337, 4.999986, 79251, 79251, 0
35.001408, 5.000071, 80395, 80395, 0
40.001347, 4.999939, 80759, 80759, 0
45.001361, 5.000014, 79194, 79194, 0
50.001347, 4.999986, 83821, 83821, 0
55.001395, 5.000048, 80941, 80941, 0
60.001385, 4.99999, 82664, 82664, 0
61.002971, 1.001586, 14990, 14990, 0
