elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
4.999941, 4.999941, 11054, 1570, 7213.0, 7229, 7823, 8273, 10676, 12466, 0
10.00086, 5.000919, 10945, 1040, 7296.5, 7303, 8014, 8443, 10529, 11948, 0
15.000864, 5.000004, 10796, 1352, 7410.7, 7439, 8063, 8479, 10159, 11367, 0
20.000855, 4.999991, 11141, 1247, 7148.5, 7174, 7829, 9094, 10718, 20219, 0
25.000867, 5.000012, 10844, 1334, 7345.4, 7340, 8114, 8910, 10459, 14486, 0
30.000866, 4.999999, 11247, 1239, 7122.8, 7129, 8054, 9317, 11178, 14774, 0
35.00086, 4.999994, 11222, 1081, 7092.5, 7097, 7952, 9475, 11495, 14774, 0
40.000855, 4.999995, 10923, 1272, 7309.6, 7327, 8108, 9560, 12984, 16925, 0
45.000847, 4.999992, 10846, 1230, 7383.0, 7415, 8116, 8855, 11115, 15659, 0
50.000859, 5.000012, 10788, 1348, 7362.1, 7357, 8053, 8458, 9583, 11046, 0
55.000849, 4.99999, 10973, 1414, 7298.7, 7336, 7953, 8435, 9312, 13522, 0
60.000847, 4.999998, 10980, 1439, 7267.7, 7291, 8051, 9061, 11038, 14620, 0
61.000561, 0.999714, 2100, 1545, 7333.3, 7365, 8071, 8888, 10877, 14009, 0
