elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000512, 5.000512, 13690, 5343, 23211.3, 22980, 30239, 34744, 39653, 47816, 0
10.00144, 5.000928, 13692, 6174, 23388.2, 23113, 29685, 34139, 40168, 56044, 0
15.001496, 5.000056, 13813, 3425, 23137.6, 22974, 29870, 35783, 44472, 52805, 0
20.001447, 4.999951, 13949, 3564, 22955.0, 22730, 29454, 34397, 39600, 47577, 0
25.00145, 5.000003, 13964, 7017, 22877.9, 22610, 29445, 34294, 38601, 49439, 0
30.001447, 4.999997, 13810, 3204, 23188.9, 22835, 30129, 34804, 38692, 46157, 0
35.001447, 5.0, 13871, 5609, 23092.4, 22912, 30075, 34673, 38684, 51395, 0
40.001444, 4.999997, 13894, 5832, 23000.5, 22814, 29137, 33392, 37873, 54812, 0
45.001445, 5.000001, 14024, 5569, 22788.5, 22437, 29126, 35265, 43619, 51979, 0
50.001469, 5.000024, 14067, 5419, 22696.1, 22457, 29263, 33483, 37703, 46688, 0
55.001468, 4.999999, 13871, 5478, 23071.8, 22782, 29166, 33690, 38458, 41550, 0
60.006032, 5.004564, 13801, 5842, 23137.5, 22767, 29945, 36006, 41718, 49788, 0
61.001557, 0.995525, 2692, 3238, 23109.0, 22799, 29889, 35596, 40529, 47307, 0
