elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000654, 5.000654, 7369, 712, 4465.7, 3715, 9921, 13112, 19228, 27186, 0
10.001666, 5.001012, 5911, 652, 4933.9, 3926, 11717, 15621, 20030, 29068, 0
15.001602, 4.999936, 5117, 658, 5413.8, 4182, 13879, 18349, 25670, 29476, 0
20.001598, 4.999996, 4426, 664, 5920.7, 4583, 15745, 20243, 24276, 29334, 0
25.001601, 5.000003, 4165, 683, 5824.4, 4403, 15462, 22050, 28908, 39920, 0
30.001608, 5.000007, 3928, 627, 6173.1, 4276, 17653, 23664, 30361, 32232, 0
35.001604, 4.999996, 3724, 602, 6049.8, 3933, 18272, 26028, 35422, 39592, 0
40.001609, 5.000005, 3581, 561, 6532.3, 3959, 20466, 28247, 39055, 46211, 0
45.001602, 4.999993, 3520, 596, 6089.6, 3541, 19726, 26870, 44425, 51417, 0
50.00161, 5.000008, 3288, 586, 6446.5, 3794, 20940, 30413, 45651, 52744, 0
55.001604, 4.999994, 3095, 623, 6870.7, 4151, 22495, 31516, 53125, 58745, 0
60.001602, 4.999998, 3151, 572, 6522.7, 3595, 23024, 33853, 47024, 49538, 0
65.001602, 5.0, 2988, 546, 6827.2, 3781, 22181, 35025, 47410, 58114, 0
70.00161, 5.000008, 2916, 608, 6975.9, 3723, 24774, 34660, 46368, 50798, 0
75.001621, 5.000011, 2865, 583, 6786.1, 3485, 25121, 36939, 53350, 61469, 0
80.001638, 5.000017, 2732, 582, 7041.9, 3610, 24665, 36712, 50808, 72487, 0
85.001609, 4.999971, 2720, 547, 7071.3, 3637, 25037, 37173, 60840, 63833, 0
90.001598, 4.999989, 2583, 587, 7104.1, 3426, 26197, 39678, 51226, 58436, 0
95.001617, 5.000019, 2508, 548, 7222.7, 3339, 27827, 44455, 58844, 69026, 0
100.001645, 5.000028, 2544, 528, 6939.7, 3197, 25510, 39703, 54869, 60547, 0
105.001588, 4.999943, 2489, 579, 7322.8, 3373, 28895, 41166, 57249, 88109, 0
110.0016, 5.000012, 2458, 517, 7213.5, 3555, 26765, 42123, 62037, 68299, 0
115.001594, 4.999994, 2478, 572, 7409.2, 3173, 28740, 44654, 65834, 86393, 0
120.001611, 5.000017, 2422, 531, 7634.5, 3444, 29716, 45111, 61481, 75985, 0
125.001603, 4.999992, 2320, 510, 7935.0, 3865, 29317, 47762, 62804, 73474, 0
130.001603, 5.0, 2244, 561, 7891.6, 3643, 31731, 48353, 70656, 73474, 0
135.001609, 5.000006, 2233, 560, 7358.1, 3273, 28977, 46319, 55581, 71653, 0
140.00161, 5.000001, 2105, 558, 8027.9, 3617, 33768, 51176, 72984, 74176, 0
145.001632, 5.000022, 2089, 579, 8064.1, 3619, 32385, 49620, 67553, 70320, 0
150.0016, 4.999968, 2128, 624, 8071.1, 3278, 32114, 52003, 73063, 80175, 0
155.001608, 5.000008, 2120, 605, 8248.0, 3874, 29885, 53955, 70674, 85219, 0
160.001607, 4.999999, 2133, 586, 8337.2, 3887, 31767, 52315, 84544, 88227, 0
165.001593, 4.999986, 2029, 608, 8306.5, 3556, 34732, 56156, 84233, 84925, 0
170.001606, 5.000013, 2072, 597, 8214.0, 3484, 33382, 57551, 71823, 74871, 0
175.001605, 4.999999, 2055, 631, 8325.0, 3351, 35349, 55068, 72199, 75759, 0
180.001607, 5.000002, 2081, 599, 8212.0, 3145, 37135, 55868, 66355, 67652, 0
181.001641, 1.000034, 409, 599, 7950.6, 3134, 35646, 55662, 65771, 67652, 0
