elapsed, window, total, successful, failed
4.999863, 4.999863, 76925, 76925, 0
10.00079, 5.000927, 77115, 77115, 0
15.000863, 5.000073, 77283, 77283, 0
20.000776, 4.999913, 74275, 74275, 0
25.000813, 5.000037, 79204, 79204, 0
30.000778, 4.999965, 78641, 78641, 0
35.000787, 5.000009, 75758, 75758, 0
40.00082, 5.000033, 72712, 72712, 0
45.000791, 4.999971, 72934, 72934, 0
50.000885, 5.000094, 70991, 70991, 0
55.000806, 4.999921, 66752, 66752, 0
60.000778, 4.999972, 79196, 79196, 0
61.003957, 1.003179, 15464, 15464, 0
