elapsed, window, total, successful, failed
5.00078, 5.00078, 11852, 11852, 0
10.000717, 4.999937, 15086, 15086, 0
15.001727, 5.00101, 14077, 14077, 0
20.000865, 4.999138, 15126, 15126, 0
25.000727, 4.999862, 14877, 14877, 0
30.000722, 4.999995, 15292, 15292, 0
35.000728, 5.000006, 14304, 14304, 0
40.000732, 5.000004, 14009, 14009, 0
45.000724, 4.999992, 14803, 14803, 0
50.000737, 5.000013, 15399, 15399, 0
55.000722, 4.999985, 13590, 13590, 0
60.000724, 5.000002, 14227, 14227, 0
61.00109, 1.000366, 3090, 3090, 0
