elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000027, 5.000026, 13123, 5719, 24226.1, 23468, 32441, 43002, 46549, 50273, 0
10.000971, 5.000944, 13645, 5482, 23443.8, 23340, 28406, 32375, 37210, 41646, 0
15.000957, 4.999986, 13725, 5484, 23282.6, 23363, 27406, 33136, 39508, 45979, 0
20.000959, 5.000002, 13587, 5927, 23513.5, 23251, 28702, 33354, 41210, 48140, 0
25.00096, 5.000001, 13288, 5457, 23961.0, 23491, 30981, 37541, 44120, 50441, 0
30.000966, 5.000006, 13613, 7176, 23497.8, 23315, 28853, 35045, 41572, 46224, 0
35.000964, 4.999998, 13677, 5416, 23364.5, 23277, 28144, 32546, 37023, 44564, 0
40.001066, 5.000102, 13506, 3103, 23629.0, 23283, 29693, 35383, 45458, 61707, 0
45.000951, 4.999885, 13673, 4253, 23369.2, 23288, 28356, 34301, 42915, 56327, 0
50.000963, 5.000012, 13682, 5419, 23379.6, 23405, 28471, 33776, 38856, 46367, 0
55.000961, 4.999998, 13660, 7105, 23425.9, 23253, 29091, 35055, 41094, 44772, 0
60.000954, 4.999993, 13709, 8879, 23262.7, 23171, 27336, 32352, 37899, 54279, 0
61.00181, 1.000856, 2717, 6547, 23324.9, 23160, 28041, 33028, 40931, 54279, 0
