elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
5.000209, 5.000209, 251, 178703, 1142603.8, 1250009, 1469840, 1503876, 1530178, 1530178, 0
10.001201, 5.000992, 315, 922394, 1020586.3, 1000999, 1152990, 1198801, 1218059, 1218059, 0
15.001186, 4.999985, 329, 858774, 984104.3, 966835, 1161181, 1173893, 1183657, 1183657, 0
20.001211, 5.000025, 319, 873232, 1001363.0, 970461, 1142146, 1164835, 1170709, 1170709, 0
25.001215, 5.000004, 330, 854134, 969584.8, 964896, 1075718, 1088690, 1098749, 1098749, 0
30.001186, 4.999971, 335, 846519, 959908.9, 947383, 1122079, 1156288, 1225921, 1225921, 0
35.001177, 4.999991, 334, 870244, 950253.5, 940800, 1029559, 1046465, 1066200, 1066200, 0
40.001209, 5.000032, 335, 875408, 954227.6, 950401, 1021392, 1026337, 1044639, 1044639, 0
45.001184, 4.999975, 340, 850766, 952738.1, 953899, 1004488, 1024514, 1044639, 1044639, 0
50.001185, 5.000001, 301, 866729, 1050702.4, 966132, 1371786, 1435847, 1462238, 1462238, 0
55.001195, 5.00001, 332, 898271, 958941.2, 958853, 1007746, 1021965, 1043644, 1043644, 0
60.001192, 4.999997, 343, 836523, 933062.2, 935439, 982853, 1004532, 1012756, 1012756, 0
65.001189, 4.999997, 337, 864563, 951823.1, 939768, 1028697, 1054379, 1065305, 1065305, 0
70.001168, 4.999979, 331, 858299, 960463.3, 945753, 1082994, 1097168, 1125710, 1125710, 0
75.001187, 5.000019, 343, 860046, 931768.1, 923234, 1030124, 1046547, 1053139, 1053139, 0
80.001203, 5.000016, 333, 874038, 961534.1, 956838, 1023964, 1040978, 1045610, 1045610, 0
85.001248, 5.000045, 325, 859799, 972121.0, 951212, 1128716, 1165362, 1189601, 1189601, 0
90.001181, 4.999933, 342, 871475, 937966.9, 935579, 992792, 1007614, 1015781, 1015781, 0
95.001201, 5.00002, 328, 891308, 971021.2, 962025, 1065069, 1080754, 1095008, 1095008, 0
100.001187, 4.999986, 334, 856567, 944685.0, 928238, 1080391, 1109785, 1133750, 1133750, 0
105.001181, 4.999994, 324, 885286, 1002163.5, 991277, 1092940, 1112282, 1133750, 1133750, 0
110.001192, 5.000011, 334, 870161, 971638.0, 951014, 1071863, 1085797, 1093283, 1093283, 0
115.001187, 4.999995, 341, 868566, 940701.2, 940876, 981936, 996667, 1002372, 1002372, 0
120.001205, 5.000018, 339, 823166, 924824.2, 923987, 985986, 1051948, 1074550, 1074550, 0
125.001191, 4.999986, 323, 842284, 1013824.4, 963701, 1256031, 1273975, 1297516, 1297516, 0
130.001176, 4.999985, 325, 842284, 968993.8, 966847, 1080370, 1097617, 1121938, 1121938, 0
135.001181, 5.000005, 327, 891473, 959899.9, 954996, 1034335, 1047622, 1063833, 1063833, 0
140.00118, 4.999999, 346, 823786, 949941.5, 928554, 1086855, 1119255, 1138920, 1138920, 0
145.001178, 4.999998, 322, 843324, 976862.3, 979735, 1062863, 1081716, 1094853, 1094853, 0
150.001183, 5.000005, 327, 849648, 978558.3, 992691, 1081393, 1112379, 1135580, 1135580, 0
155.001204, 5.000021, 332, 872829, 975223.8, 978905, 1045257, 1056820, 1077307, 1077307, 0
160.001185, 4.999981, 345, 854785, 932843.0, 940505, 990418, 998727, 1018049, 1018049, 0
165.001186, 5.000001, 342, 862570, 934801.6, 933566, 1002332, 1011842, 1016282, 1016282, 0
170.001184, 4.999998, 329, 880576, 957561.8, 948732, 1040208, 1068996, 1076679, 1076679, 0
175.001189, 5.000005, 300, 888626, 1033967.2, 1031935, 1207404, 1291696, 1329763, 1329763, 0
180.001186, 4.999997, 336, 867267, 1008523.3, 953760, 1337529, 1370048, 1385458, 1385458, 0
181.001028, 0.999842, 60, 867267, 966198.7, 944128, 1165559, 1277207, 1351104, 1351104, 0
